Police Force,Type of force,Tactic,Mental,Physical,Physical and mental,None,Not reported,Number of times tactic reported,Force type - Output,Tactic - Output
Gloucestershire,Restraint,Non-compliant handcuffing,35.0,3.0,0.0,350.0,0.0,388.0,Restraint,Handcuffing: non-compliant
Gloucestershire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Gloucestershire,Restraint,Limb / Body restraints,5.0,2.0,3.0,79.0,0.0,89.0,Restraint,Limb / body restraints
Gloucestershire,Restraint,Ground restraint,27.0,2.0,2.0,344.0,0.0,375.0,Restraint,Ground restraint
Gloucestershire,Unarmed skills,*Total Unarmed skills,32.0,2.0,1.0,360.0,0.0,395.0,Unarmed skills,Total: unarmed skills
Gloucestershire,Other equipment,*Total Other equipment,17.0,0.0,0.0,120.0,0.0,137.0,Other equipment,Total: Other equipment
Gloucestershire,Other equipment,"Baton, of which",4.0,0.0,0.0,21.0,0.0,25.0,Other equipment,Total: Baton
Gloucestershire,Other equipment,Baton drawn,2.0,0.0,0.0,12.0,0.0,14.0,Other equipment,Baton: drawn
Gloucestershire,Other equipment,Baton used,2.0,0.0,0.0,9.0,0.0,11.0,Other equipment,Baton: used
Gloucestershire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Gloucestershire,Other equipment,"Irritant spray, of which",6.0,0.0,0.0,68.0,0.0,74.0,Other equipment,Total: Irritant spray
Gloucestershire,Other equipment,Irritant spray - drawn,4.0,0.0,0.0,38.0,0.0,42.0,Other equipment,Irritant spray: drawn
Gloucestershire,Other equipment,Irritant spray - used,2.0,0.0,0.0,30.0,0.0,32.0,Other equipment,Irritant spray: used
Gloucestershire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Gloucestershire,Other equipment,Spit and bite guard,4.0,0.0,0.0,22.0,0.0,26.0,Other equipment,Spit and bite guard
Gloucestershire,Other equipment,Shield,3.0,0.0,0.0,9.0,0.0,12.0,Other equipment,Shield
Gloucestershire,Less lethal weapons,*Total Less lethal weapons,13.0,1.0,0.0,107.0,0.0,121.0,Less lethal weapons,Total: Less lethal weapons
Gloucestershire,Less lethal weapons,CED of which,12.0,1.0,0.0,89.0,0.0,102.0,,
Gloucestershire,Less lethal weapons,CED non-discharge,8.0,1.0,0.0,54.0,0.0,63.0,,
Gloucestershire,Less lethal weapons,CED discharge,2.0,0.0,0.0,20.0,0.0,22.0,,
Gloucestershire,Less lethal weapons,CED not stated,2.0,0.0,0.0,15.0,0.0,17.0,,
Gloucestershire,Less lethal weapons,"AEP, of which",1.0,0.0,0.0,18.0,0.0,19.0,Less lethal weapons,Total: AEP
Gloucestershire,Less lethal weapons,AEP drawn,1.0,0.0,0.0,16.0,0.0,17.0,,
Gloucestershire,Less lethal weapons,AEP used,0.0,0.0,0.0,2.0,0.0,2.0,,
Gloucestershire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Gloucestershire,Firearms,*Total Firearms,2.0,1.0,0.0,4.0,0.0,7.0,Firearms,Total: Firearms
Gloucestershire,Other,*Total Other,6.0,0.0,0.0,76.0,0.0,82.0,Other,Total: Other
Gloucestershire,Other,"Dog use, of which",2.0,0.0,0.0,40.0,0.0,42.0,Other,Total: Dog
Gloucestershire,Other,Dog deployed,2.0,0.0,0.0,37.0,0.0,39.0,Other,Dog: deployed
Gloucestershire,Other,Dog bite,0.0,0.0,0.0,3.0,0.0,3.0,Other,Dog: bite
Gloucestershire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Gloucestershire,Other,Other / improvised,4.0,0.0,0.0,36.0,0.0,40.0,Other,Other / improvised
Gloucestershire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Gloucestershire,Tactical communication,Tactical communication,76.0,6.0,4.0,941.0,0.0,1027.0,Excluded: Tactical Communication,Tactical Communication
Greater Manchester,Total (excluding not reported and tactical communication),*Total Tactics,1770.0,94.0,43.0,14529.0,0.0,16436.0,Total,Total: all
Greater Manchester,Restraint,*Total Restraint,1122.0,62.0,25.0,8978.0,0.0,10187.0,Restraint,Total: Restraint
Greater Manchester,Restraint,"Handcuffing, of which",461.0,29.0,9.0,4299.0,0.0,4798.0,Restraint,Total: Handcuffing
Greater Manchester,Restraint,Compliant handcuffing,131.0,12.0,2.0,1777.0,0.0,1922.0,Restraint,Handcuffing: compliant
Greater Manchester,Restraint,Non-compliant handcuffing,330.0,17.0,7.0,2522.0,0.0,2876.0,Restraint,Handcuffing: non-compliant
Greater Manchester,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Greater Manchester,Restraint,Limb / Body restraints,376.0,18.0,11.0,2452.0,0.0,2857.0,Restraint,Limb / body restraints
Greater Manchester,Restraint,Ground restraint,285.0,15.0,5.0,2227.0,0.0,2532.0,Restraint,Ground restraint
Greater Manchester,Unarmed skills,*Total Unarmed skills,369.0,19.0,7.0,3156.0,0.0,3551.0,Unarmed skills,Total: unarmed skills
Greater Manchester,Other equipment,*Total Other equipment,75.0,1.0,4.0,689.0,0.0,769.0,Other equipment,Total: Other equipment
Greater Manchester,Other equipment,"Baton, of which",11.0,0.0,0.0,309.0,0.0,320.0,Other equipment,Total: Baton
Greater Manchester,Other equipment,Baton drawn,8.0,0.0,0.0,211.0,0.0,219.0,Other equipment,Baton: drawn
Greater Manchester,Other equipment,Baton used,3.0,0.0,0.0,98.0,0.0,101.0,Other equipment,Baton: used
Greater Manchester,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Greater Manchester,Other equipment,"Irritant spray, of which",23.0,0.0,2.0,240.0,0.0,265.0,Other equipment,Total: Irritant spray
Greater Manchester,Other equipment,Irritant spray - drawn,14.0,0.0,1.0,144.0,0.0,159.0,Other equipment,Irritant spray: drawn
Greater Manchester,Other equipment,Irritant spray - used,9.0,0.0,1.0,96.0,0.0,106.0,Other equipment,Irritant spray: used
Greater Manchester,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Greater Manchester,Other equipment,Spit and bite guard,6.0,0.0,1.0,65.0,0.0,72.0,Other equipment,Spit and bite guard
Greater Manchester,Other equipment,Shield,35.0,1.0,1.0,75.0,0.0,112.0,Other equipment,Shield
Greater Manchester,Less lethal weapons,*Total Less lethal weapons,166.0,11.0,6.0,1363.0,0.0,1546.0,Less lethal weapons,Total: Less lethal weapons
Greater Manchester,Less lethal weapons,CED of which,166.0,11.0,6.0,1360.0,0.0,1543.0,,
Greater Manchester,Less lethal weapons,CED non-discharge,132.0,11.0,6.0,1009.0,0.0,1158.0,,
Greater Manchester,Less lethal weapons,CED discharge,26.0,0.0,0.0,148.0,0.0,174.0,,
Greater Manchester,Less lethal weapons,CED not stated,8.0,0.0,0.0,203.0,0.0,211.0,,
Greater Manchester,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,3.0,0.0,3.0,Less lethal weapons,Total: AEP
Greater Manchester,Less lethal weapons,AEP drawn,0.0,0.0,0.0,2.0,0.0,2.0,,
Greater Manchester,Less lethal weapons,AEP used,0.0,0.0,0.0,1.0,0.0,1.0,,
Greater Manchester,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Greater Manchester,Firearms,*Total Firearms,3.0,0.0,0.0,42.0,0.0,45.0,Firearms,Total: Firearms
Greater Manchester,Other,*Total Other,35.0,1.0,1.0,301.0,0.0,338.0,Other,Total: Other
Greater Manchester,Other,"Dog use, of which",0.0,0.0,0.0,63.0,0.0,63.0,Other,Total: Dog
Greater Manchester,Other,Dog deployed,0.0,0.0,0.0,36.0,0.0,36.0,Other,Dog: deployed
Greater Manchester,Other,Dog bite,0.0,0.0,0.0,27.0,0.0,27.0,Other,Dog: bite
Greater Manchester,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Greater Manchester,Other,Other / improvised,35.0,1.0,1.0,238.0,0.0,275.0,Other,Other / improvised
Greater Manchester,Not reported,*Total Not reported,7.0,0.0,0.0,27.0,0.0,34.0,Not reported,Total: Not reported
Greater Manchester,Tactical communication,Tactical communication,725.0,48.0,20.0,6193.0,0.0,6986.0,Excluded: Tactical Communication,Tactical Communication
Gwent,Total (excluding not reported and tactical communication),*Total Tactics,573.0,81.0,27.0,8345.0,0.0,9026.0,Total,Total: all
Gwent,Restraint,*Total Restraint,303.0,50.0,14.0,5568.0,0.0,5935.0,Restraint,Total: Restraint
Gwent,Restraint,"Handcuffing, of which",238.0,40.0,13.0,4893.0,0.0,5184.0,Restraint,Total: Handcuffing
Gwent,Restraint,Compliant handcuffing,122.0,25.0,6.0,3374.0,0.0,3527.0,Restraint,Handcuffing: compliant
Gwent,Restraint,Non-compliant handcuffing,116.0,15.0,7.0,1519.0,0.0,1657.0,Restraint,Handcuffing: non-compliant
Gwent,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Gwent,Restraint,Limb / Body restraints,1.0,0.0,0.0,6.0,0.0,7.0,Restraint,Limb / body restraints
Gwent,Restraint,Ground restraint,64.0,10.0,1.0,669.0,0.0,744.0,Restraint,Ground restraint
Gwent,Unarmed skills,*Total Unarmed skills,175.0,22.0,8.0,1930.0,0.0,2135.0,Unarmed skills,Total: unarmed skills
Gwent,Other equipment,*Total Other equipment,36.0,3.0,4.0,421.0,0.0,464.0,Other equipment,Total: Other equipment
Gwent,Other equipment,"Baton, of which",1.0,0.0,0.0,17.0,0.0,18.0,Other equipment,Total: Baton
Gwent,Other equipment,Baton drawn,1.0,0.0,0.0,9.0,0.0,10.0,Other equipment,Baton: drawn
Gwent,Other equipment,Baton used,0.0,0.0,0.0,8.0,0.0,8.0,Other equipment,Baton: used
Gwent,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Gwent,Other equipment,"Irritant spray, of which",23.0,1.0,2.0,281.0,0.0,307.0,Other equipment,Total: Irritant spray
Gwent,Other equipment,Irritant spray - drawn,8.0,0.0,1.0,114.0,0.0,123.0,Other equipment,Irritant spray: drawn
Gwent,Other equipment,Irritant spray - used,15.0,1.0,1.0,167.0,0.0,184.0,Other equipment,Irritant spray: used
Gwent,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Gwent,Other equipment,Spit and bite guard,12.0,2.0,2.0,118.0,0.0,134.0,Other equipment,Spit and bite guard
Gwent,Other equipment,Shield,0.0,0.0,0.0,5.0,0.0,5.0,Other equipment,Shield
Gwent,Less lethal weapons,*Total Less lethal weapons,26.0,3.0,0.0,193.0,0.0,222.0,Less lethal weapons,Total: Less lethal weapons
Gwent,Less lethal weapons,CED of which,24.0,3.0,0.0,191.0,0.0,218.0,,
Gwent,Less lethal weapons,CED non-discharge,17.0,2.0,0.0,137.0,0.0,156.0,,
Gwent,Less lethal weapons,CED discharge,0.0,0.0,0.0,24.0,0.0,24.0,,
Gwent,Less lethal weapons,CED not stated,7.0,1.0,0.0,30.0,0.0,38.0,,
Gwent,Less lethal weapons,"AEP, of which",2.0,0.0,0.0,2.0,0.0,4.0,Less lethal weapons,Total: AEP
Gwent,Less lethal weapons,AEP drawn,2.0,0.0,0.0,2.0,0.0,4.0,,
Gwent,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,,
Gwent,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Gwent,Firearms,*Total Firearms,5.0,0.0,0.0,24.0,0.0,29.0,Firearms,Total: Firearms
Gwent,Other,*Total Other,28.0,3.0,1.0,209.0,0.0,241.0,Other,Total: Other
Gwent,Other,"Dog use, of which",1.0,1.0,0.0,31.0,0.0,33.0,Other,Total: Dog
Gwent,Other,Dog deployed,1.0,1.0,0.0,29.0,0.0,31.0,Other,Dog: deployed
Gwent,Other,Dog bite,0.0,0.0,0.0,2.0,0.0,2.0,Other,Dog: bite
Gwent,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Gwent,Other,Other / improvised,27.0,2.0,1.0,178.0,0.0,208.0,Other,Other / improvised
Gwent,Not reported,*Total Not reported,12.0,3.0,2.0,239.0,0.0,256.0,Not reported,Total: Not reported
Gwent,Tactical communication,Tactical communication,168.0,21.0,5.0,1819.0,0.0,2013.0,Excluded: Tactical Communication,Tactical Communication
Hampshire,Total (excluding not reported and tactical communication),*Total Tactics,786.0,51.0,42.0,9019.0,0.0,9898.0,Total,Total: all
Hampshire,Restraint,*Total Restraint,476.0,34.0,20.0,5287.0,0.0,5817.0,Restraint,Total: Restraint
Hampshire,Restraint,"Handcuffing, of which",234.0,17.0,11.0,2800.0,0.0,3062.0,Restraint,Total: Handcuffing
Hampshire,Restraint,Compliant handcuffing,45.0,4.0,0.0,727.0,0.0,776.0,Restraint,Handcuffing: compliant
Hampshire,Restraint,Non-compliant handcuffing,189.0,13.0,11.0,2073.0,0.0,2286.0,Restraint,Handcuffing: non-compliant
Hampshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Hampshire,Restraint,Limb / Body restraints,71.0,7.0,6.0,653.0,0.0,737.0,Restraint,Limb / body restraints
Hampshire,Restraint,Ground restraint,171.0,10.0,3.0,1834.0,0.0,2018.0,Restraint,Ground restraint
Hampshire,Unarmed skills,*Total Unarmed skills,224.0,14.0,15.0,2493.0,0.0,2746.0,Unarmed skills,Total: unarmed skills
Hampshire,Other equipment,*Total Other equipment,29.0,1.0,1.0,533.0,0.0,564.0,Other equipment,Total: Other equipment
Hampshire,Other equipment,"Baton, of which",3.0,0.0,0.0,132.0,0.0,135.0,Other equipment,Total: Baton
Hampshire,Other equipment,Baton drawn,2.0,0.0,0.0,94.0,0.0,96.0,Other equipment,Baton: drawn
Hampshire,Other equipment,Baton used,1.0,0.0,0.0,32.0,0.0,33.0,Other equipment,Baton: used
Hampshire,Other equipment,Baton not stated,0.0,0.0,0.0,6.0,0.0,6.0,,
Hampshire,Other equipment,"Irritant spray, of which",12.0,1.0,0.0,274.0,0.0,287.0,Other equipment,Total: Irritant spray
Hampshire,Other equipment,Irritant spray - drawn,5.0,0.0,0.0,126.0,0.0,131.0,Other equipment,Irritant spray: drawn
Hampshire,Other equipment,Irritant spray - used,7.0,1.0,0.0,148.0,0.0,156.0,Other equipment,Irritant spray: used
Hampshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Hampshire,Other equipment,Spit and bite guard,10.0,0.0,1.0,95.0,0.0,106.0,Other equipment,Spit and bite guard
Hampshire,Other equipment,Shield,4.0,0.0,0.0,32.0,0.0,36.0,Other equipment,Shield
Hampshire,Less lethal weapons,*Total Less lethal weapons,33.0,2.0,2.0,447.0,0.0,484.0,Less lethal weapons,Total: Less lethal weapons
Hampshire,Less lethal weapons,CED of which,33.0,2.0,2.0,443.0,0.0,480.0,,
Hampshire,Less lethal weapons,CED non-discharge,26.0,2.0,1.0,339.0,0.0,368.0,,
Hampshire,Less lethal weapons,CED discharge,5.0,0.0,0.0,46.0,0.0,51.0,,
Hampshire,Less lethal weapons,CED not stated,2.0,0.0,1.0,58.0,0.0,61.0,,
Hampshire,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,4.0,0.0,4.0,Less lethal weapons,Total: AEP
Hampshire,Less lethal weapons,AEP drawn,0.0,0.0,0.0,4.0,0.0,4.0,,
Hampshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,,
Hampshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Hampshire,Firearms,*Total Firearms,1.0,0.0,0.0,3.0,0.0,4.0,Firearms,Total: Firearms
Hampshire,Other,*Total Other,23.0,0.0,4.0,256.0,0.0,283.0,Other,Total: Other
Hampshire,Other,"Dog use, of which",0.0,0.0,0.0,19.0,0.0,19.0,Other,Total: Dog
Hampshire,Other,Dog deployed,0.0,0.0,0.0,15.0,0.0,15.0,Other,Dog: deployed
Hampshire,Other,Dog bite,0.0,0.0,0.0,4.0,0.0,4.0,Other,Dog: bite
Hampshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Hampshire,Other,Other / improvised,23.0,0.0,4.0,237.0,0.0,264.0,Other,Other / improvised
Hampshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Hampshire,Tactical communication,Tactical communication,350.0,22.0,19.0,3781.0,0.0,4172.0,Excluded: Tactical Communication,Tactical Communication
Hertfordshire,Total (excluding not reported and tactical communication),*Total Tactics,1916.0,118.0,149.0,12314.0,0.0,14497.0,Total,Total: all
Hertfordshire,Restraint,*Total Restraint,1028.0,61.0,77.0,7361.0,0.0,8527.0,Restraint,Total: Restraint
Hertfordshire,Restraint,"Handcuffing, of which",653.0,44.0,47.0,5644.0,0.0,6388.0,Restraint,Total: Handcuffing
Hertfordshire,Restraint,Compliant handcuffing,310.0,28.0,18.0,3674.0,0.0,4030.0,Restraint,Handcuffing: compliant
Hertfordshire,Restraint,Non-compliant handcuffing,343.0,16.0,29.0,1970.0,0.0,2358.0,Restraint,Handcuffing: non-compliant
Hertfordshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Hertfordshire,Restraint,Limb / Body restraints,149.0,5.0,9.0,567.0,0.0,730.0,Restraint,Limb / body restraints
Hertfordshire,Restraint,Ground restraint,226.0,12.0,21.0,1150.0,0.0,1409.0,Restraint,Ground restraint
Hertfordshire,Unarmed skills,*Total Unarmed skills,657.0,46.0,54.0,3449.0,0.0,4206.0,Unarmed skills,Total: unarmed skills
Hertfordshire,Other equipment,*Total Other equipment,122.0,4.0,12.0,873.0,0.0,1011.0,Other equipment,Total: Other equipment
Hertfordshire,Other equipment,"Baton, of which",16.0,0.0,5.0,115.0,0.0,136.0,Other equipment,Total: Baton
Hertfordshire,Other equipment,Baton drawn,12.0,0.0,3.0,76.0,0.0,91.0,Other equipment,Baton: drawn
Hertfordshire,Other equipment,Baton used,4.0,0.0,2.0,39.0,0.0,45.0,Other equipment,Baton: used
Hertfordshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Hertfordshire,Other equipment,"Irritant spray, of which",67.0,2.0,2.0,621.0,0.0,692.0,Other equipment,Total: Irritant spray
Hertfordshire,Other equipment,Irritant spray - drawn,36.0,1.0,1.0,357.0,0.0,395.0,Other equipment,Irritant spray: drawn
Hertfordshire,Other equipment,Irritant spray - used,31.0,1.0,1.0,262.0,0.0,295.0,Other equipment,Irritant spray: used
Hertfordshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,2.0,0.0,2.0,,
Hertfordshire,Other equipment,Spit and bite guard,30.0,2.0,4.0,107.0,0.0,143.0,Other equipment,Spit and bite guard
Hertfordshire,Other equipment,Shield,9.0,0.0,1.0,30.0,0.0,40.0,Other equipment,Shield
Hertfordshire,Less lethal weapons,*Total Less lethal weapons,69.0,3.0,2.0,347.0,0.0,421.0,Less lethal weapons,Total: Less lethal weapons
Hertfordshire,Less lethal weapons,CED of which,69.0,3.0,2.0,347.0,0.0,421.0,,
Hertfordshire,Less lethal weapons,CED non-discharge,56.0,3.0,2.0,317.0,0.0,378.0,,
Hertfordshire,Less lethal weapons,CED discharge,13.0,0.0,0.0,29.0,0.0,42.0,,
Hertfordshire,Less lethal weapons,CED not stated,0.0,0.0,0.0,1.0,0.0,1.0,,
Hertfordshire,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,Total: AEP
Hertfordshire,Less lethal weapons,AEP drawn,0.0,0.0,0.0,0.0,0.0,0.0,,
Hertfordshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,,
Hertfordshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Hertfordshire,Firearms,*Total Firearms,0.0,0.0,1.0,11.0,0.0,12.0,Firearms,Total: Firearms
Hertfordshire,Other,*Total Other,40.0,4.0,3.0,273.0,0.0,320.0,Other,Total: Other
Hertfordshire,Other,"Dog use, of which",0.0,0.0,0.0,6.0,0.0,6.0,Other,Total: Dog
Hertfordshire,Other,Dog deployed,0.0,0.0,0.0,4.0,0.0,4.0,Other,Dog: deployed
Hertfordshire,Other,Dog bite,0.0,0.0,0.0,2.0,0.0,2.0,Other,Dog: bite
Hertfordshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Hertfordshire,Other,Other / improvised,40.0,4.0,3.0,267.0,0.0,314.0,Other,Other / improvised
Hertfordshire,Not reported,*Total Not reported,3.0,1.0,0.0,31.0,0.0,35.0,Not reported,Total: Not reported
Hertfordshire,Tactical communication,Tactical communication,1015.0,74.0,80.0,6605.0,0.0,7774.0,Excluded: Tactical Communication,Tactical Communication
Humberside,Total (excluding not reported and tactical communication),*Total Tactics,829.0,81.0,26.0,8393.0,0.0,9329.0,Total,Total: all
Humberside,Restraint,*Total Restraint,412.0,41.0,11.0,4421.0,0.0,4885.0,Restraint,Total: Restraint
Humberside,Restraint,"Handcuffing, of which",276.0,32.0,7.0,3348.0,0.0,3663.0,Restraint,Total: Handcuffing
Humberside,Restraint,Compliant handcuffing,103.0,14.0,3.0,2036.0,0.0,2156.0,Restraint,Handcuffing: compliant
Humberside,Restraint,Non-compliant handcuffing,173.0,18.0,4.0,1312.0,0.0,1507.0,Restraint,Handcuffing: non-compliant
Humberside,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Humberside,Restraint,Limb / Body restraints,56.0,1.0,2.0,350.0,0.0,409.0,Restraint,Limb / body restraints
Humberside,Restraint,Ground restraint,80.0,8.0,2.0,723.0,0.0,813.0,Restraint,Ground restraint
Humberside,Unarmed skills,*Total Unarmed skills,241.0,20.0,8.0,2246.0,0.0,2515.0,Unarmed skills,Total: unarmed skills
Humberside,Other equipment,*Total Other equipment,44.0,5.0,2.0,421.0,0.0,472.0,Other equipment,Total: Other equipment
Humberside,Other equipment,"Baton, of which",1.0,0.0,0.0,69.0,0.0,70.0,Other equipment,Total: Baton
Humberside,Other equipment,Baton drawn,0.0,0.0,0.0,47.0,0.0,47.0,Other equipment,Baton: drawn
Humberside,Other equipment,Baton used,1.0,0.0,0.0,22.0,0.0,23.0,Other equipment,Baton: used
Humberside,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Humberside,Other equipment,"Irritant spray, of which",12.0,3.0,0.0,222.0,0.0,237.0,Other equipment,Total: Irritant spray
Humberside,Other equipment,Irritant spray - drawn,7.0,2.0,0.0,100.0,0.0,109.0,Other equipment,Irritant spray: drawn
Humberside,Other equipment,Irritant spray - used,5.0,1.0,0.0,122.0,0.0,128.0,Other equipment,Irritant spray: used
Humberside,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Humberside,Other equipment,Spit and bite guard,26.0,2.0,2.0,126.0,0.0,156.0,Other equipment,Spit and bite guard
Humberside,Other equipment,Shield,5.0,0.0,0.0,4.0,0.0,9.0,Other equipment,Shield
Humberside,Less lethal weapons,*Total Less lethal weapons,85.0,9.0,3.0,780.0,0.0,877.0,Less lethal weapons,Total: Less lethal weapons
Humberside,Less lethal weapons,CED of which,85.0,9.0,3.0,707.0,0.0,804.0,,
Humberside,Less lethal weapons,CED non-discharge,54.0,6.0,3.0,469.0,0.0,532.0,,
Humberside,Less lethal weapons,CED discharge,18.0,1.0,0.0,61.0,0.0,80.0,,
Humberside,Less lethal weapons,CED not stated,13.0,2.0,0.0,177.0,0.0,192.0,,
Humberside,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,73.0,0.0,73.0,Less lethal weapons,Total: AEP
Humberside,Less lethal weapons,AEP drawn,0.0,0.0,0.0,71.0,0.0,71.0,,
Humberside,Less lethal weapons,AEP used,0.0,0.0,0.0,2.0,0.0,2.0,,
Humberside,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Humberside,Firearms,*Total Firearms,9.0,3.0,0.0,149.0,0.0,161.0,Firearms,Total: Firearms
Humberside,Other,*Total Other,38.0,3.0,2.0,376.0,0.0,419.0,Other,Total: Other
Humberside,Other,"Dog use, of which",1.0,0.0,1.0,42.0,0.0,44.0,Other,Total: Dog
Humberside,Other,Dog deployed,1.0,0.0,0.0,31.0,0.0,32.0,Other,Dog: deployed
Humberside,Other,Dog bite,0.0,0.0,1.0,11.0,0.0,12.0,Other,Dog: bite
Humberside,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Humberside,Other,Other / improvised,37.0,3.0,1.0,334.0,0.0,375.0,Other,Other / improvised
Humberside,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Humberside,Tactical communication,Tactical communication,366.0,38.0,12.0,3525.0,0.0,3941.0,Excluded: Tactical Communication,Tactical Communication
Kent,Total (excluding not reported and tactical communication),*Total Tactics,1571.0,89.0,41.0,19135.0,0.0,20836.0,Total,Total: all
Kent,Restraint,*Total Restraint,1139.0,68.0,31.0,14347.0,0.0,15585.0,Restraint,Total: Restraint
Kent,Restraint,"Handcuffing, of which",632.0,40.0,16.0,9476.0,0.0,10164.0,Restraint,Total: Handcuffing
Kent,Restraint,Compliant handcuffing,250.0,18.0,8.0,5817.0,0.0,6093.0,Restraint,Handcuffing: compliant
Kent,Restraint,Non-compliant handcuffing,382.0,22.0,8.0,3659.0,0.0,4071.0,Restraint,Handcuffing: non-compliant
Kent,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Kent,Restraint,Limb / Body restraints,297.0,14.0,11.0,2553.0,0.0,2875.0,Restraint,Limb / body restraints
Kent,Restraint,Ground restraint,210.0,14.0,4.0,2318.0,0.0,2546.0,Restraint,Ground restraint
Kent,Unarmed skills,*Total Unarmed skills,220.0,9.0,4.0,2060.0,0.0,2293.0,Unarmed skills,Total: unarmed skills
Kent,Other equipment,*Total Other equipment,60.0,1.0,0.0,729.0,0.0,790.0,Other equipment,Total: Other equipment
Kent,Other equipment,"Baton, of which",5.0,1.0,0.0,122.0,0.0,128.0,Other equipment,Total: Baton
Kent,Other equipment,Baton drawn,5.0,0.0,0.0,82.0,0.0,87.0,Other equipment,Baton: drawn
Kent,Other equipment,Baton used,0.0,1.0,0.0,40.0,0.0,41.0,Other equipment,Baton: used
Kent,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,,
Kent,Other equipment,"Irritant spray, of which",28.0,0.0,0.0,383.0,0.0,411.0,Other equipment,Total: Irritant spray
Kent,Other equipment,Irritant spray - drawn,,,,,,,Other equipment,Irritant spray: drawn
Kent,Other equipment,Irritant spray - used,,,,,,,Other equipment,Irritant spray: used
Kent,Other equipment,Irritant spray not stated,28.0,0.0,0.0,383.0,0.0,411.0,,
Kent,Other equipment,Spit and bite guard,19.0,0.0,0.0,197.0,0.0,216.0,Other equipment,Spit and bite guard
Kent,Other equipment,Shield,8.0,0.0,0.0,27.0,0.0,35.0,Other equipment,Shield
Kent,Less lethal weapons,*Total Less lethal weapons,68.0,3.0,3.0,848.0,0.0,922.0,Less lethal weapons,Total: Less lethal weapons
Kent,Less lethal weapons,CED of which,64.0,3.0,3.0,793.0,0.0,863.0,,
Kent,Less lethal weapons,CED non-discharge,24.0,0.0,2.0,391.0,0.0,417.0,,
Kent,Less lethal weapons,CED discharge,9.0,0.0,1.0,106.0,0.0,116.0,,
Kent,Less lethal weapons,CED not stated,31.0,3.0,0.0,296.0,0.0,330.0,,
Kent,Less lethal weapons,"AEP, of which",4.0,0.0,0.0,55.0,0.0,59.0,Less lethal weapons,Total: AEP
