Police Force,Type of force,Tactic,Under 11 years,11 - 17 years,18 - 34 years,35 - 49 years,50 - 64 years,65 and over,Not reported,Number of times tactic reported,Force type - Output,Tactic - Output
Dyfed-Powys,Other equipment,Irritant spray - drawn,0.0,2.0,17.0,14.0,2.0,0.0,3.0,38.0,Other equipment,Irritant spray: drawn
Dyfed-Powys,Other equipment,Irritant spray - used,0.0,1.0,23.0,23.0,2.0,1.0,10.0,60.0,Other equipment,Irritant spray: used
Dyfed-Powys,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Dyfed-Powys,Other equipment,Spit and bite guard,0.0,5.0,20.0,3.0,0.0,0.0,3.0,31.0,Other equipment,Spit and bite guard
Dyfed-Powys,Other equipment,Shield,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,Other equipment,Shield
Dyfed-Powys,Less lethal weapons,*Total Less lethal weapons,1.0,12.0,189.0,61.0,17.0,2.0,40.0,322.0,Less lethal weapons,Total: Less lethal weapons
Dyfed-Powys,Less lethal weapons,CED of which,1.0,12.0,174.0,57.0,16.0,1.0,38.0,299.0,,
Dyfed-Powys,Less lethal weapons,CED non-discharge,1.0,12.0,159.0,51.0,15.0,1.0,34.0,273.0,,
Dyfed-Powys,Less lethal weapons,CED discharge,0.0,0.0,15.0,6.0,1.0,0.0,4.0,26.0,,
Dyfed-Powys,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Dyfed-Powys,Less lethal weapons,"AEP, of which",0.0,0.0,15.0,4.0,1.0,1.0,2.0,23.0,Less lethal weapons,Total: AEP
Dyfed-Powys,Less lethal weapons,AEP drawn,0.0,0.0,15.0,4.0,1.0,1.0,2.0,23.0,,
Dyfed-Powys,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Dyfed-Powys,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Dyfed-Powys,Firearms,*Total Firearms,0.0,8.0,50.0,15.0,8.0,3.0,9.0,93.0,Firearms,Total: Firearms
Dyfed-Powys,Other,*Total Other,3.0,24.0,75.0,38.0,10.0,4.0,30.0,184.0,Other,Total: Other
Dyfed-Powys,Other,"Dog use, of which",0.0,4.0,3.0,0.0,1.0,0.0,3.0,11.0,Other,Total: Dog
Dyfed-Powys,Other,Dog deployed,0.0,4.0,3.0,0.0,1.0,0.0,3.0,11.0,Other,Dog: deployed
Dyfed-Powys,Other,Dog bite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: bite
Dyfed-Powys,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Dyfed-Powys,Other,Other / improvised,3.0,20.0,72.0,38.0,9.0,4.0,27.0,173.0,Other,Other / improvised
Dyfed-Powys,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Dyfed-Powys,Tactical communication,Tactical communication,10.0,250.0,1248.0,451.0,152.0,33.0,187.0,2331.0,Excluded: Tactical Communication,Tactical Communication
Essex,Total (excluding not reported and tactical communication),*Total Tactics,170.0,2294.0,11464.0,5659.0,1275.0,93.0,243.0,21198.0,Total,Total: all
Essex,Restraint,*Total Restraint,115.0,1511.0,7810.0,3856.0,837.0,49.0,152.0,14330.0,Restraint,Total: Restraint
Essex,Restraint,"Handcuffing, of which",73.0,958.0,5071.0,2572.0,630.0,41.0,92.0,9437.0,Restraint,Total: Handcuffing
Essex,Restraint,Compliant handcuffing,48.0,525.0,3222.0,1646.0,377.0,26.0,55.0,5899.0,Restraint,Handcuffing: compliant
Essex,Restraint,Non-compliant handcuffing,25.0,433.0,1849.0,926.0,253.0,15.0,37.0,3538.0,Restraint,Handcuffing: non-compliant
Essex,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Essex,Restraint,Limb / Body restraints,11.0,179.0,761.0,381.0,61.0,1.0,15.0,1409.0,Restraint,Limb / body restraints
Essex,Restraint,Ground restraint,31.0,374.0,1978.0,903.0,146.0,7.0,45.0,3484.0,Restraint,Ground restraint
Essex,Unarmed skills,*Total Unarmed skills,24.0,409.0,1848.0,956.0,231.0,20.0,61.0,3549.0,Unarmed skills,Total: unarmed skills
Essex,Other equipment,*Total Other equipment,5.0,69.0,349.0,148.0,29.0,1.0,7.0,608.0,Other equipment,Total: Other equipment
Essex,Other equipment,"Baton, of which",3.0,11.0,93.0,26.0,12.0,0.0,0.0,145.0,Other equipment,Total: Baton
Essex,Other equipment,Baton drawn,3.0,11.0,69.0,15.0,9.0,0.0,0.0,107.0,Other equipment,Baton: drawn
Essex,Other equipment,Baton used,0.0,0.0,24.0,11.0,3.0,0.0,0.0,38.0,Other equipment,Baton: used
Essex,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Essex,Other equipment,"Irritant spray, of which",1.0,16.0,97.0,39.0,5.0,1.0,1.0,160.0,Other equipment,Total: Irritant spray
Essex,Other equipment,Irritant spray - drawn,0.0,11.0,45.0,17.0,2.0,1.0,1.0,77.0,Other equipment,Irritant spray: drawn
Essex,Other equipment,Irritant spray - used,1.0,5.0,52.0,22.0,3.0,0.0,0.0,83.0,Other equipment,Irritant spray: used
Essex,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Essex,Other equipment,Spit and bite guard,1.0,37.0,148.0,74.0,11.0,0.0,6.0,277.0,Other equipment,Spit and bite guard
Essex,Other equipment,Shield,0.0,5.0,11.0,9.0,1.0,0.0,0.0,26.0,Other equipment,Shield
Essex,Less lethal weapons,*Total Less lethal weapons,0.0,36.0,214.0,97.0,27.0,1.0,6.0,381.0,Less lethal weapons,Total: Less lethal weapons
Essex,Less lethal weapons,CED of which,0.0,36.0,214.0,97.0,27.0,1.0,6.0,381.0,,
Essex,Less lethal weapons,CED non-discharge,0.0,24.0,133.0,58.0,14.0,1.0,3.0,233.0,,
Essex,Less lethal weapons,CED discharge,0.0,1.0,17.0,9.0,0.0,0.0,2.0,29.0,,
Essex,Less lethal weapons,CED not stated,0.0,11.0,64.0,30.0,13.0,0.0,1.0,119.0,,
Essex,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,Total: AEP
Essex,Less lethal weapons,AEP drawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Essex,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Essex,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Essex,Firearms,*Total Firearms,0.0,27.0,88.0,32.0,13.0,1.0,1.0,162.0,Firearms,Total: Firearms
Essex,Other,*Total Other,26.0,242.0,1155.0,570.0,138.0,21.0,16.0,2168.0,Other,Total: Other
Essex,Other,"Dog use, of which",0.0,23.0,113.0,26.0,4.0,0.0,1.0,167.0,Other,Total: Dog
Essex,Other,Dog deployed,0.0,16.0,87.0,22.0,4.0,0.0,1.0,130.0,Other,Dog: deployed
Essex,Other,Dog bite,0.0,7.0,26.0,4.0,0.0,0.0,0.0,37.0,Other,Dog: bite
Essex,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Essex,Other,Other / improvised,26.0,219.0,1042.0,544.0,134.0,21.0,15.0,2001.0,Other,Other / improvised
Essex,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Essex,Tactical communication,Tactical communication,34.0,541.0,2597.0,1308.0,330.0,31.0,55.0,4896.0,Excluded: Tactical Communication,Tactical Communication
Gloucestershire,Total (excluding not reported and tactical communication),*Total Tactics,0.0,212.0,1051.0,510.0,176.0,10.0,177.0,2136.0,Total,Total: all
Gloucestershire,Restraint,*Total Restraint,0.0,148.0,685.0,324.0,117.0,5.0,115.0,1394.0,Restraint,Total: Restraint
Gloucestershire,Restraint,"Handcuffing, of which",0.0,99.0,438.0,236.0,77.0,5.0,75.0,930.0,Restraint,Total: Handcuffing
Gloucestershire,Restraint,Compliant handcuffing,0.0,58.0,253.0,138.0,44.0,3.0,46.0,542.0,Restraint,Handcuffing: compliant
Gloucestershire,Restraint,Non-compliant handcuffing,0.0,41.0,185.0,98.0,33.0,2.0,29.0,388.0,Restraint,Handcuffing: non-compliant
Gloucestershire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Gloucestershire,Restraint,Limb / Body restraints,0.0,8.0,53.0,12.0,10.0,0.0,6.0,89.0,Restraint,Limb / body restraints
Gloucestershire,Restraint,Ground restraint,0.0,41.0,194.0,76.0,30.0,0.0,34.0,375.0,Restraint,Ground restraint
Gloucestershire,Unarmed skills,*Total Unarmed skills,0.0,41.0,186.0,104.0,33.0,5.0,26.0,395.0,Unarmed skills,Total: unarmed skills
Gloucestershire,Other equipment,*Total Other equipment,0.0,8.0,82.0,26.0,11.0,0.0,10.0,137.0,Other equipment,Total: Other equipment
Gloucestershire,Other equipment,"Baton, of which",0.0,1.0,11.0,7.0,4.0,0.0,2.0,25.0,Other equipment,Total: Baton
Gloucestershire,Other equipment,Baton drawn,0.0,0.0,7.0,3.0,3.0,0.0,1.0,14.0,Other equipment,Baton: drawn
Gloucestershire,Other equipment,Baton used,0.0,1.0,4.0,4.0,1.0,0.0,1.0,11.0,Other equipment,Baton: used
Gloucestershire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Gloucestershire,Other equipment,"Irritant spray, of which",0.0,2.0,49.0,12.0,5.0,0.0,6.0,74.0,Other equipment,Total: Irritant spray
Gloucestershire,Other equipment,Irritant spray - drawn,0.0,2.0,26.0,7.0,3.0,0.0,4.0,42.0,Other equipment,Irritant spray: drawn
Gloucestershire,Other equipment,Irritant spray - used,0.0,0.0,23.0,5.0,2.0,0.0,2.0,32.0,Other equipment,Irritant spray: used
Gloucestershire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Gloucestershire,Other equipment,Spit and bite guard,0.0,2.0,18.0,3.0,1.0,0.0,2.0,26.0,Other equipment,Spit and bite guard
Gloucestershire,Other equipment,Shield,0.0,3.0,4.0,4.0,1.0,0.0,0.0,12.0,Other equipment,Shield
Gloucestershire,Less lethal weapons,*Total Less lethal weapons,0.0,1.0,60.0,32.0,9.0,0.0,19.0,121.0,Less lethal weapons,Total: Less lethal weapons
Gloucestershire,Less lethal weapons,CED of which,0.0,0.0,50.0,27.0,7.0,0.0,18.0,102.0,,
Gloucestershire,Less lethal weapons,CED non-discharge,0.0,0.0,30.0,17.0,5.0,0.0,11.0,63.0,,
Gloucestershire,Less lethal weapons,CED discharge,0.0,0.0,8.0,6.0,1.0,0.0,7.0,22.0,,
Gloucestershire,Less lethal weapons,CED not stated,0.0,0.0,12.0,4.0,1.0,0.0,0.0,17.0,,
Gloucestershire,Less lethal weapons,"AEP, of which",0.0,1.0,10.0,5.0,2.0,0.0,1.0,19.0,Less lethal weapons,Total: AEP
Gloucestershire,Less lethal weapons,AEP drawn,0.0,1.0,9.0,4.0,2.0,0.0,1.0,17.0,,
Gloucestershire,Less lethal weapons,AEP used,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,,
Gloucestershire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Gloucestershire,Firearms,*Total Firearms,0.0,1.0,2.0,4.0,0.0,0.0,0.0,7.0,Firearms,Total: Firearms
Gloucestershire,Other,*Total Other,0.0,13.0,36.0,20.0,6.0,0.0,7.0,82.0,Other,Total: Other
Gloucestershire,Other,"Dog use, of which",0.0,4.0,17.0,12.0,3.0,0.0,6.0,42.0,Other,Total: Dog
Gloucestershire,Other,Dog deployed,0.0,4.0,15.0,12.0,3.0,0.0,5.0,39.0,Other,Dog: deployed
Gloucestershire,Other,Dog bite,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,Other,Dog: bite
Gloucestershire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Gloucestershire,Other,Other / improvised,0.0,9.0,19.0,8.0,3.0,0.0,1.0,40.0,Other,Other / improvised
Gloucestershire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Gloucestershire,Tactical communication,Tactical communication,0.0,109.0,484.0,252.0,97.0,8.0,77.0,1027.0,Excluded: Tactical Communication,Tactical Communication
Greater Manchester,Total (excluding not reported and tactical communication),*Total Tactics,45.0,1920.0,9514.0,4060.0,814.0,83.0,0.0,16436.0,Total,Total: all
Greater Manchester,Restraint,*Total Restraint,7.0,1239.0,5866.0,2535.0,489.0,51.0,0.0,10187.0,Restraint,Total: Restraint
Greater Manchester,Restraint,"Handcuffing, of which",2.0,616.0,2714.0,1202.0,242.0,22.0,0.0,4798.0,Restraint,Total: Handcuffing
Greater Manchester,Restraint,Compliant handcuffing,0.0,258.0,1084.0,487.0,88.0,5.0,0.0,1922.0,Restraint,Handcuffing: compliant
Greater Manchester,Restraint,Non-compliant handcuffing,2.0,358.0,1630.0,715.0,154.0,17.0,0.0,2876.0,Restraint,Handcuffing: non-compliant
Greater Manchester,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Greater Manchester,Restraint,Limb / Body restraints,4.0,352.0,1632.0,716.0,137.0,16.0,0.0,2857.0,Restraint,Limb / body restraints
Greater Manchester,Restraint,Ground restraint,1.0,271.0,1520.0,617.0,110.0,13.0,0.0,2532.0,Restraint,Ground restraint
Greater Manchester,Unarmed skills,*Total Unarmed skills,13.0,458.0,1977.0,889.0,192.0,22.0,0.0,3551.0,Unarmed skills,Total: unarmed skills
Greater Manchester,Other equipment,*Total Other equipment,10.0,66.0,477.0,177.0,37.0,2.0,0.0,769.0,Other equipment,Total: Other equipment
Greater Manchester,Other equipment,"Baton, of which",4.0,34.0,198.0,73.0,11.0,0.0,0.0,320.0,Other equipment,Total: Baton
Greater Manchester,Other equipment,Baton drawn,4.0,26.0,134.0,48.0,7.0,0.0,0.0,219.0,Other equipment,Baton: drawn
Greater Manchester,Other equipment,Baton used,0.0,8.0,64.0,25.0,4.0,0.0,0.0,101.0,Other equipment,Baton: used
Greater Manchester,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Greater Manchester,Other equipment,"Irritant spray, of which",3.0,23.0,163.0,63.0,12.0,1.0,0.0,265.0,Other equipment,Total: Irritant spray
Greater Manchester,Other equipment,Irritant spray - drawn,2.0,14.0,100.0,34.0,8.0,1.0,0.0,159.0,Other equipment,Irritant spray: drawn
Greater Manchester,Other equipment,Irritant spray - used,1.0,9.0,63.0,29.0,4.0,0.0,0.0,106.0,Other equipment,Irritant spray: used
Greater Manchester,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Greater Manchester,Other equipment,Spit and bite guard,0.0,8.0,44.0,14.0,6.0,0.0,0.0,72.0,Other equipment,Spit and bite guard
Greater Manchester,Other equipment,Shield,3.0,1.0,72.0,27.0,8.0,1.0,0.0,112.0,Other equipment,Shield
Greater Manchester,Less lethal weapons,*Total Less lethal weapons,11.0,121.0,946.0,375.0,81.0,8.0,0.0,1546.0,Less lethal weapons,Total: Less lethal weapons
Greater Manchester,Less lethal weapons,CED of which,11.0,121.0,946.0,372.0,81.0,8.0,0.0,1543.0,,
Greater Manchester,Less lethal weapons,CED non-discharge,5.0,109.0,686.0,290.0,64.0,4.0,0.0,1158.0,,
Greater Manchester,Less lethal weapons,CED discharge,0.0,7.0,109.0,45.0,8.0,1.0,0.0,174.0,,
Greater Manchester,Less lethal weapons,CED not stated,6.0,5.0,151.0,37.0,9.0,3.0,0.0,211.0,,
Greater Manchester,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,Less lethal weapons,Total: AEP
Greater Manchester,Less lethal weapons,AEP drawn,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,,
Greater Manchester,Less lethal weapons,AEP used,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,
Greater Manchester,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Greater Manchester,Firearms,*Total Firearms,0.0,2.0,27.0,15.0,1.0,0.0,0.0,45.0,Firearms,Total: Firearms
Greater Manchester,Other,*Total Other,0.0,34.0,221.0,69.0,14.0,0.0,0.0,338.0,Other,Total: Other
Greater Manchester,Other,"Dog use, of which",0.0,10.0,48.0,5.0,0.0,0.0,0.0,63.0,Other,Total: Dog
Greater Manchester,Other,Dog deployed,0.0,5.0,28.0,3.0,0.0,0.0,0.0,36.0,Other,Dog: deployed
Greater Manchester,Other,Dog bite,0.0,5.0,20.0,2.0,0.0,0.0,0.0,27.0,Other,Dog: bite
Greater Manchester,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Greater Manchester,Other,Other / improvised,0.0,24.0,173.0,64.0,14.0,0.0,0.0,275.0,Other,Other / improvised
Greater Manchester,Not reported,*Total Not reported,1.0,4.0,17.0,10.0,2.0,0.0,0.0,34.0,Not reported,Total: Not reported
Greater Manchester,Tactical communication,Tactical communication,22.0,859.0,3979.0,1730.0,359.0,37.0,0.0,6986.0,Excluded: Tactical Communication,Tactical Communication
Gwent,Total (excluding not reported and tactical communication),*Total Tactics,11.0,890.0,5657.0,1975.0,418.0,27.0,48.0,9026.0,Total,Total: all
Gwent,Restraint,*Total Restraint,4.0,542.0,3691.0,1377.0,275.0,14.0,32.0,5935.0,Restraint,Total: Restraint
Gwent,Restraint,"Handcuffing, of which",2.0,455.0,3172.0,1255.0,258.0,14.0,28.0,5184.0,Restraint,Total: Handcuffing
Gwent,Restraint,Compliant handcuffing,2.0,251.0,2168.0,904.0,174.0,7.0,21.0,3527.0,Restraint,Handcuffing: compliant
Gwent,Restraint,Non-compliant handcuffing,0.0,204.0,1004.0,351.0,84.0,7.0,7.0,1657.0,Restraint,Handcuffing: non-compliant
Gwent,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Gwent,Restraint,Limb / Body restraints,0.0,0.0,4.0,3.0,0.0,0.0,0.0,7.0,Restraint,Limb / body restraints
Gwent,Restraint,Ground restraint,2.0,87.0,515.0,119.0,17.0,0.0,4.0,744.0,Restraint,Ground restraint
Gwent,Unarmed skills,*Total Unarmed skills,6.0,259.0,1340.0,407.0,100.0,13.0,10.0,2135.0,Unarmed skills,Total: unarmed skills
Gwent,Other equipment,*Total Other equipment,0.0,38.0,322.0,88.0,16.0,0.0,0.0,464.0,Other equipment,Total: Other equipment
Gwent,Other equipment,"Baton, of which",0.0,1.0,10.0,6.0,1.0,0.0,0.0,18.0,Other equipment,Total: Baton
Gwent,Other equipment,Baton drawn,0.0,1.0,5.0,3.0,1.0,0.0,0.0,10.0,Other equipment,Baton: drawn
Gwent,Other equipment,Baton used,0.0,0.0,5.0,3.0,0.0,0.0,0.0,8.0,Other equipment,Baton: used
Gwent,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Gwent,Other equipment,"Irritant spray, of which",0.0,19.0,216.0,58.0,14.0,0.0,0.0,307.0,Other equipment,Total: Irritant spray
Gwent,Other equipment,Irritant spray - drawn,0.0,12.0,76.0,27.0,8.0,0.0,0.0,123.0,Other equipment,Irritant spray: drawn
Gwent,Other equipment,Irritant spray - used,0.0,7.0,140.0,31.0,6.0,0.0,0.0,184.0,Other equipment,Irritant spray: used
Gwent,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Gwent,Other equipment,Spit and bite guard,0.0,17.0,93.0,23.0,1.0,0.0,0.0,134.0,Other equipment,Spit and bite guard
Gwent,Other equipment,Shield,0.0,1.0,3.0,1.0,0.0,0.0,0.0,5.0,Other equipment,Shield
Gwent,Less lethal weapons,*Total Less lethal weapons,0.0,13.0,131.0,55.0,19.0,0.0,4.0,222.0,Less lethal weapons,Total: Less lethal weapons
Gwent,Less lethal weapons,CED of which,0.0,12.0,130.0,54.0,19.0,0.0,3.0,218.0,,
Gwent,Less lethal weapons,CED non-discharge,0.0,8.0,93.0,37.0,15.0,0.0,3.0,156.0,,
Gwent,Less lethal weapons,CED discharge,0.0,1.0,15.0,7.0,1.0,0.0,0.0,24.0,,
Gwent,Less lethal weapons,CED not stated,0.0,3.0,22.0,10.0,3.0,0.0,0.0,38.0,,
Gwent,Less lethal weapons,"AEP, of which",0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,Less lethal weapons,Total: AEP
Gwent,Less lethal weapons,AEP drawn,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,,
Gwent,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Gwent,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Gwent,Firearms,*Total Firearms,0.0,0.0,20.0,7.0,2.0,0.0,0.0,29.0,Firearms,Total: Firearms
Gwent,Other,*Total Other,1.0,38.0,153.0,41.0,6.0,0.0,2.0,241.0,Other,Total: Other
Gwent,Other,"Dog use, of which",0.0,5.0,25.0,2.0,1.0,0.0,0.0,33.0,Other,Total: Dog
Gwent,Other,Dog deployed,0.0,5.0,23.0,2.0,1.0,0.0,0.0,31.0,Other,Dog: deployed
Gwent,Other,Dog bite,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,Other,Dog: bite
Gwent,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Gwent,Other,Other / improvised,1.0,33.0,128.0,39.0,5.0,0.0,2.0,208.0,Other,Other / improvised
Gwent,Not reported,*Total Not reported,0.0,27.0,130.0,51.0,17.0,1.0,30.0,256.0,Not reported,Total: Not reported
Gwent,Tactical communication,Tactical communication,4.0,229.0,1214.0,439.0,104.0,13.0,10.0,2013.0,Excluded: Tactical Communication,Tactical Communication
Hampshire,Total (excluding not reported and tactical communication),*Total Tactics,18.0,974.0,5957.0,2223.0,554.0,30.0,142.0,9898.0,Total,Total: all
Hampshire,Restraint,*Total Restraint,6.0,588.0,3547.0,1310.0,324.0,16.0,26.0,5817.0,Restraint,Total: Restraint
Hampshire,Restraint,"Handcuffing, of which",3.0,305.0,1794.0,731.0,202.0,11.0,16.0,3062.0,Restraint,Total: Handcuffing
Hampshire,Restraint,Compliant handcuffing,0.0,77.0,442.0,192.0,60.0,2.0,3.0,776.0,Restraint,Handcuffing: compliant
Hampshire,Restraint,Non-compliant handcuffing,3.0,228.0,1352.0,539.0,142.0,9.0,13.0,2286.0,Restraint,Handcuffing: non-compliant
Hampshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Hampshire,Restraint,Limb / Body restraints,1.0,76.0,468.0,144.0,43.0,4.0,1.0,737.0,Restraint,Limb / body restraints
Hampshire,Restraint,Ground restraint,2.0,207.0,1285.0,435.0,79.0,1.0,9.0,2018.0,Restraint,Ground restraint
Hampshire,Unarmed skills,*Total Unarmed skills,8.0,296.0,1618.0,602.0,164.0,11.0,47.0,2746.0,Unarmed skills,Total: unarmed skills
Hampshire,Other equipment,*Total Other equipment,2.0,40.0,321.0,121.0,27.0,1.0,52.0,564.0,Other equipment,Total: Other equipment
Hampshire,Other equipment,"Baton, of which",0.0,4.0,58.0,21.0,2.0,0.0,50.0,135.0,Other equipment,Total: Baton
Hampshire,Other equipment,Baton drawn,0.0,4.0,32.0,10.0,0.0,0.0,50.0,96.0,Other equipment,Baton: drawn
Hampshire,Other equipment,Baton used,0.0,0.0,22.0,9.0,2.0,0.0,0.0,33.0,Other equipment,Baton: used
Hampshire,Other equipment,Baton not stated,0.0,0.0,4.0,2.0,0.0,0.0,0.0,6.0,,
Hampshire,Other equipment,"Irritant spray, of which",1.0,26.0,171.0,70.0,19.0,0.0,0.0,287.0,Other equipment,Total: Irritant spray
Hampshire,Other equipment,Irritant spray - drawn,0.0,16.0,78.0,29.0,8.0,0.0,0.0,131.0,Other equipment,Irritant spray: drawn
Hampshire,Other equipment,Irritant spray - used,1.0,10.0,93.0,41.0,11.0,0.0,0.0,156.0,Other equipment,Irritant spray: used
Hampshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Hampshire,Other equipment,Spit and bite guard,0.0,9.0,74.0,19.0,2.0,1.0,1.0,106.0,Other equipment,Spit and bite guard
Hampshire,Other equipment,Shield,1.0,1.0,18.0,11.0,4.0,0.0,1.0,36.0,Other equipment,Shield
Hampshire,Less lethal weapons,*Total Less lethal weapons,0.0,27.0,313.0,122.0,16.0,0.0,6.0,484.0,Less lethal weapons,Total: Less lethal weapons
Hampshire,Less lethal weapons,CED of which,0.0,27.0,309.0,122.0,16.0,0.0,6.0,480.0,,
Hampshire,Less lethal weapons,CED non-discharge,0.0,21.0,237.0,89.0,16.0,0.0,5.0,368.0,,
Hampshire,Less lethal weapons,CED discharge,0.0,2.0,31.0,18.0,0.0,0.0,0.0,51.0,,
Hampshire,Less lethal weapons,CED not stated,0.0,4.0,41.0,15.0,0.0,0.0,1.0,61.0,,
Hampshire,Less lethal weapons,"AEP, of which",0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,Less lethal weapons,Total: AEP
Hampshire,Less lethal weapons,AEP drawn,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,,
Hampshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Hampshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Hampshire,Firearms,*Total Firearms,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,Firearms,Total: Firearms
Hampshire,Other,*Total Other,2.0,23.0,154.0,68.0,23.0,2.0,11.0,283.0,Other,Total: Other
Hampshire,Other,"Dog use, of which",0.0,3.0,10.0,4.0,1.0,0.0,1.0,19.0,Other,Total: Dog
Hampshire,Other,Dog deployed,0.0,3.0,7.0,3.0,1.0,0.0,1.0,15.0,Other,Dog: deployed
Hampshire,Other,Dog bite,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,Other,Dog: bite
Hampshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Hampshire,Other,Other / improvised,2.0,20.0,144.0,64.0,22.0,2.0,10.0,264.0,Other,Other / improvised
Hampshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Hampshire,Tactical communication,Tactical communication,9.0,424.0,2420.0,950.0,273.0,18.0,78.0,4172.0,Excluded: Tactical Communication,Tactical Communication
Hertfordshire,Total (excluding not reported and tactical communication),*Total Tactics,12.0,1624.0,8317.0,3485.0,863.0,96.0,100.0,14497.0,Total,Total: all
Hertfordshire,Restraint,*Total Restraint,3.0,975.0,4923.0,2047.0,483.0,48.0,48.0,8527.0,Restraint,Total: Restraint
Hertfordshire,Restraint,"Handcuffing, of which",1.0,761.0,3608.0,1558.0,390.0,41.0,29.0,6388.0,Restraint,Total: Handcuffing
Hertfordshire,Restraint,Compliant handcuffing,0.0,505.0,2265.0,976.0,244.0,22.0,18.0,4030.0,Restraint,Handcuffing: compliant
