Police Force,Type of force,Tactic,Mental,Physical,Physical and mental,None,Not reported,Number of times tactic reported
Greater Manchester,Tactical communication,Tactical communication,725.0,48.0,20.0,6193.0,0.0,6986.0
Gwent,Total (excluding not reported and tactical communication),*Total Tactics,573.0,81.0,27.0,8345.0,0.0,9026.0
Gwent,Restraint,*Total Restraint,303.0,50.0,14.0,5568.0,0.0,5935.0
Gwent,Restraint,"Handcuffing, of which",238.0,40.0,13.0,4893.0,0.0,5184.0
Gwent,Restraint,Compliant handcuffing,122.0,25.0,6.0,3374.0,0.0,3527.0
Gwent,Restraint,Non-compliant handcuffing,116.0,15.0,7.0,1519.0,0.0,1657.0
Gwent,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0
Gwent,Restraint,Limb / Body restraints,1.0,0.0,0.0,6.0,0.0,7.0
Gwent,Restraint,Ground restraint,64.0,10.0,1.0,669.0,0.0,744.0
Gwent,Unarmed skills,*Total Unarmed skills,175.0,22.0,8.0,1930.0,0.0,2135.0
Gwent,Other equipment,*Total Other equipment,36.0,3.0,4.0,421.0,0.0,464.0
Gwent,Other equipment,"Baton, of which",1.0,0.0,0.0,17.0,0.0,18.0
Gwent,Other equipment,Baton drawn,1.0,0.0,0.0,9.0,0.0,10.0
Gwent,Other equipment,Baton used,0.0,0.0,0.0,8.0,0.0,8.0
Gwent,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0
Gwent,Other equipment,"Irritant spray, of which",23.0,1.0,2.0,281.0,0.0,307.0
Gwent,Other equipment,Irritant spray - drawn,8.0,0.0,1.0,114.0,0.0,123.0
Gwent,Other equipment,Irritant spray - used,15.0,1.0,1.0,167.0,0.0,184.0
Gwent,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0
Gwent,Other equipment,Spit and bite guard,12.0,2.0,2.0,118.0,0.0,134.0
Gwent,Other equipment,Shield,0.0,0.0,0.0,5.0,0.0,5.0
Gwent,Less lethal weapons,*Total Less lethal weapons,26.0,3.0,0.0,193.0,0.0,222.0
Gwent,Less lethal weapons,CED of which,24.0,3.0,0.0,191.0,0.0,218.0
Gwent,Less lethal weapons,CED non-discharge,17.0,2.0,0.0,137.0,0.0,156.0
Gwent,Less lethal weapons,CED discharge,0.0,0.0,0.0,24.0,0.0,24.0
Gwent,Less lethal weapons,CED not stated,7.0,1.0,0.0,30.0,0.0,38.0
Gwent,Less lethal weapons,"AEP, of which",2.0,0.0,0.0,2.0,0.0,4.0
Gwent,Less lethal weapons,AEP drawn,2.0,0.0,0.0,2.0,0.0,4.0
Gwent,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0
Gwent,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0
Gwent,Firearms,*Total Firearms,5.0,0.0,0.0,24.0,0.0,29.0
Gwent,Other,*Total Other,28.0,3.0,1.0,209.0,0.0,241.0
Gwent,Other,"Dog use, of which",1.0,1.0,0.0,31.0,0.0,33.0
Gwent,Other,Dog deployed,1.0,1.0,0.0,29.0,0.0,31.0
Gwent,Other,Dog bite,0.0,0.0,0.0,2.0,0.0,2.0
Gwent,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0
Gwent,Other,Other / improvised,27.0,2.0,1.0,178.0,0.0,208.0
Gwent,Not reported,*Total Not reported,12.0,3.0,2.0,239.0,0.0,256.0
Gwent,Tactical communication,Tactical communication,168.0,21.0,5.0,1819.0,0.0,2013.0
Hampshire,Total (excluding not reported and tactical communication),*Total Tactics,786.0,51.0,42.0,9019.0,0.0,9898.0
Hampshire,Restraint,*Total Restraint,476.0,34.0,20.0,5287.0,0.0,5817.0
Hampshire,Restraint,"Handcuffing, of which",234.0,17.0,11.0,2800.0,0.0,3062.0
Hampshire,Restraint,Compliant handcuffing,45.0,4.0,0.0,727.0,0.0,776.0
Hampshire,Restraint,Non-compliant handcuffing,189.0,13.0,11.0,2073.0,0.0,2286.0
Hampshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0
Hampshire,Restraint,Limb / Body restraints,71.0,7.0,6.0,653.0,0.0,737.0
Hampshire,Restraint,Ground restraint,171.0,10.0,3.0,1834.0,0.0,2018.0
Hampshire,Unarmed skills,*Total Unarmed skills,224.0,14.0,15.0,2493.0,0.0,2746.0
Hampshire,Other equipment,*Total Other equipment,29.0,1.0,1.0,533.0,0.0,564.0
Hampshire,Other equipment,"Baton, of which",3.0,0.0,0.0,132.0,0.0,135.0
Hampshire,Other equipment,Baton drawn,2.0,0.0,0.0,94.0,0.0,96.0
Hampshire,Other equipment,Baton used,1.0,0.0,0.0,32.0,0.0,33.0
Hampshire,Other equipment,Baton not stated,0.0,0.0,0.0,6.0,0.0,6.0
Hampshire,Other equipment,"Irritant spray, of which",12.0,1.0,0.0,274.0,0.0,287.0
Hampshire,Other equipment,Irritant spray - drawn,5.0,0.0,0.0,126.0,0.0,131.0
Hampshire,Other equipment,Irritant spray - used,7.0,1.0,0.0,148.0,0.0,156.0
Hampshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0
Hampshire,Other equipment,Spit and bite guard,10.0,0.0,1.0,95.0,0.0,106.0
Hampshire,Other equipment,Shield,4.0,0.0,0.0,32.0,0.0,36.0
Hampshire,Less lethal weapons,*Total Less lethal weapons,33.0,2.0,2.0,447.0,0.0,484.0
Hampshire,Less lethal weapons,CED of which,33.0,2.0,2.0,443.0,0.0,480.0
Hampshire,Less lethal weapons,CED non-discharge,26.0,2.0,1.0,339.0,0.0,368.0
Hampshire,Less lethal weapons,CED discharge,5.0,0.0,0.0,46.0,0.0,51.0
Hampshire,Less lethal weapons,CED not stated,2.0,0.0,1.0,58.0,0.0,61.0
Hampshire,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,4.0,0.0,4.0
Hampshire,Less lethal weapons,AEP drawn,0.0,0.0,0.0,4.0,0.0,4.0
Hampshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0
Hampshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0
Hampshire,Firearms,*Total Firearms,1.0,0.0,0.0,3.0,0.0,4.0
Hampshire,Other,*Total Other,23.0,0.0,4.0,256.0,0.0,283.0
Hampshire,Other,"Dog use, of which",0.0,0.0,0.0,19.0,0.0,19.0
Hampshire,Other,Dog deployed,0.0,0.0,0.0,15.0,0.0,15.0
Hampshire,Other,Dog bite,0.0,0.0,0.0,4.0,0.0,4.0
Hampshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0
Hampshire,Other,Other / improvised,23.0,0.0,4.0,237.0,0.0,264.0
Hampshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0
Hampshire,Tactical communication,Tactical communication,350.0,22.0,19.0,3781.0,0.0,4172.0
Hertfordshire,Total (excluding not reported and tactical communication),*Total Tactics,1916.0,118.0,149.0,12314.0,0.0,14497.0
Hertfordshire,Restraint,*Total Restraint,1028.0,61.0,77.0,7361.0,0.0,8527.0
Hertfordshire,Restraint,"Handcuffing, of which",653.0,44.0,47.0,5644.0,0.0,6388.0
Hertfordshire,Restraint,Compliant handcuffing,310.0,28.0,18.0,3674.0,0.0,4030.0
Hertfordshire,Restraint,Non-compliant handcuffing,343.0,16.0,29.0,1970.0,0.0,2358.0
Hertfordshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0
Hertfordshire,Restraint,Limb / Body restraints,149.0,5.0,9.0,567.0,0.0,730.0
Hertfordshire,Restraint,Ground restraint,226.0,12.0,21.0,1150.0,0.0,1409.0
Hertfordshire,Unarmed skills,*Total Unarmed skills,657.0,46.0,54.0,3449.0,0.0,4206.0
Hertfordshire,Other equipment,*Total Other equipment,122.0,4.0,12.0,873.0,0.0,1011.0
Hertfordshire,Other equipment,"Baton, of which",16.0,0.0,5.0,115.0,0.0,136.0
Hertfordshire,Other equipment,Baton drawn,12.0,0.0,3.0,76.0,0.0,91.0
Hertfordshire,Other equipment,Baton used,4.0,0.0,2.0,39.0,0.0,45.0
Hertfordshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0
Hertfordshire,Other equipment,"Irritant spray, of which",67.0,2.0,2.0,621.0,0.0,692.0
Hertfordshire,Other equipment,Irritant spray - drawn,36.0,1.0,1.0,357.0,0.0,395.0
Hertfordshire,Other equipment,Irritant spray - used,31.0,1.0,1.0,262.0,0.0,295.0
Hertfordshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,2.0,0.0,2.0
Hertfordshire,Other equipment,Spit and bite guard,30.0,2.0,4.0,107.0,0.0,143.0
Hertfordshire,Other equipment,Shield,9.0,0.0,1.0,30.0,0.0,40.0
Hertfordshire,Less lethal weapons,*Total Less lethal weapons,69.0,3.0,2.0,347.0,0.0,421.0
Hertfordshire,Less lethal weapons,CED of which,69.0,3.0,2.0,347.0,0.0,421.0
Hertfordshire,Less lethal weapons,CED non-discharge,56.0,3.0,2.0,317.0,0.0,378.0
Hertfordshire,Less lethal weapons,CED discharge,13.0,0.0,0.0,29.0,0.0,42.0
Hertfordshire,Less lethal weapons,CED not stated,0.0,0.0,0.0,1.0,0.0,1.0
Hertfordshire,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,0.0,0.0,0.0
Hertfordshire,Less lethal weapons,AEP drawn,0.0,0.0,0.0,0.0,0.0,0.0
Hertfordshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0
Hertfordshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0
Hertfordshire,Firearms,*Total Firearms,0.0,0.0,1.0,11.0,0.0,12.0
Hertfordshire,Other,*Total Other,40.0,4.0,3.0,273.0,0.0,320.0
Hertfordshire,Other,"Dog use, of which",0.0,0.0,0.0,6.0,0.0,6.0
Hertfordshire,Other,Dog deployed,0.0,0.0,0.0,4.0,0.0,4.0
Hertfordshire,Other,Dog bite,0.0,0.0,0.0,2.0,0.0,2.0
Hertfordshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0
Hertfordshire,Other,Other / improvised,40.0,4.0,3.0,267.0,0.0,314.0
Hertfordshire,Not reported,*Total Not reported,3.0,1.0,0.0,31.0,0.0,35.0
Hertfordshire,Tactical communication,Tactical communication,1015.0,74.0,80.0,6605.0,0.0,7774.0
Humberside,Total (excluding not reported and tactical communication),*Total Tactics,829.0,81.0,26.0,8393.0,0.0,9329.0
Humberside,Restraint,*Total Restraint,412.0,41.0,11.0,4421.0,0.0,4885.0
Humberside,Restraint,"Handcuffing, of which",276.0,32.0,7.0,3348.0,0.0,3663.0
Humberside,Restraint,Compliant handcuffing,103.0,14.0,3.0,2036.0,0.0,2156.0
Humberside,Restraint,Non-compliant handcuffing,173.0,18.0,4.0,1312.0,0.0,1507.0
Humberside,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0
Humberside,Restraint,Limb / Body restraints,56.0,1.0,2.0,350.0,0.0,409.0
Humberside,Restraint,Ground restraint,80.0,8.0,2.0,723.0,0.0,813.0
Humberside,Unarmed skills,*Total Unarmed skills,241.0,20.0,8.0,2246.0,0.0,2515.0
Humberside,Other equipment,*Total Other equipment,44.0,5.0,2.0,421.0,0.0,472.0
Humberside,Other equipment,"Baton, of which",1.0,0.0,0.0,69.0,0.0,70.0
Humberside,Other equipment,Baton drawn,0.0,0.0,0.0,47.0,0.0,47.0
Humberside,Other equipment,Baton used,1.0,0.0,0.0,22.0,0.0,23.0
Humberside,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0
Humberside,Other equipment,"Irritant spray, of which",12.0,3.0,0.0,222.0,0.0,237.0
Humberside,Other equipment,Irritant spray - drawn,7.0,2.0,0.0,100.0,0.0,109.0
Humberside,Other equipment,Irritant spray - used,5.0,1.0,0.0,122.0,0.0,128.0
Humberside,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0
Humberside,Other equipment,Spit and bite guard,26.0,2.0,2.0,126.0,0.0,156.0
Humberside,Other equipment,Shield,5.0,0.0,0.0,4.0,0.0,9.0
Humberside,Less lethal weapons,*Total Less lethal weapons,85.0,9.0,3.0,780.0,0.0,877.0
Humberside,Less lethal weapons,CED of which,85.0,9.0,3.0,707.0,0.0,804.0
Humberside,Less lethal weapons,CED non-discharge,54.0,6.0,3.0,469.0,0.0,532.0
Humberside,Less lethal weapons,CED discharge,18.0,1.0,0.0,61.0,0.0,80.0
Humberside,Less lethal weapons,CED not stated,13.0,2.0,0.0,177.0,0.0,192.0
Humberside,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,73.0,0.0,73.0
Humberside,Less lethal weapons,AEP drawn,0.0,0.0,0.0,71.0,0.0,71.0
Humberside,Less lethal weapons,AEP used,0.0,0.0,0.0,2.0,0.0,2.0
Humberside,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0
Humberside,Firearms,*Total Firearms,9.0,3.0,0.0,149.0,0.0,161.0
Humberside,Other,*Total Other,38.0,3.0,2.0,376.0,0.0,419.0
Humberside,Other,"Dog use, of which",1.0,0.0,1.0,42.0,0.0,44.0
Humberside,Other,Dog deployed,1.0,0.0,0.0,31.0,0.0,32.0
Humberside,Other,Dog bite,0.0,0.0,1.0,11.0,0.0,12.0
Humberside,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0
Humberside,Other,Other / improvised,37.0,3.0,1.0,334.0,0.0,375.0
Humberside,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0
Humberside,Tactical communication,Tactical communication,366.0,38.0,12.0,3525.0,0.0,3941.0
Kent,Total (excluding not reported and tactical communication),*Total Tactics,1571.0,89.0,41.0,19135.0,0.0,20836.0
Kent,Restraint,*Total Restraint,1139.0,68.0,31.0,14347.0,0.0,15585.0
Kent,Restraint,"Handcuffing, of which",632.0,40.0,16.0,9476.0,0.0,10164.0
Kent,Restraint,Compliant handcuffing,250.0,18.0,8.0,5817.0,0.0,6093.0
Kent,Restraint,Non-compliant handcuffing,382.0,22.0,8.0,3659.0,0.0,4071.0
Kent,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0
Kent,Restraint,Limb / Body restraints,297.0,14.0,11.0,2553.0,0.0,2875.0
Kent,Restraint,Ground restraint,210.0,14.0,4.0,2318.0,0.0,2546.0
Kent,Unarmed skills,*Total Unarmed skills,220.0,9.0,4.0,2060.0,0.0,2293.0
Kent,Other equipment,*Total Other equipment,60.0,1.0,0.0,729.0,0.0,790.0
Kent,Other equipment,"Baton, of which",5.0,1.0,0.0,122.0,0.0,128.0
Kent,Other equipment,Baton drawn,5.0,0.0,0.0,82.0,0.0,87.0
Kent,Other equipment,Baton used,0.0,1.0,0.0,40.0,0.0,41.0
Kent,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0
Kent,Other equipment,"Irritant spray, of which",28.0,0.0,0.0,383.0,0.0,411.0
Kent,Other equipment,Irritant spray - drawn,:,:,:,:,:,:
Kent,Other equipment,Irritant spray - used,:,:,:,:,:,:
Kent,Other equipment,Irritant spray not stated,28.0,0.0,0.0,383.0,0.0,411.0
Kent,Other equipment,Spit and bite guard,19.0,0.0,0.0,197.0,0.0,216.0
Kent,Other equipment,Shield,8.0,0.0,0.0,27.0,0.0,35.0
Kent,Less lethal weapons,*Total Less lethal weapons,68.0,3.0,3.0,848.0,0.0,922.0
Kent,Less lethal weapons,CED of which,64.0,3.0,3.0,793.0,0.0,863.0
Kent,Less lethal weapons,CED non-discharge,24.0,0.0,2.0,391.0,0.0,417.0
Kent,Less lethal weapons,CED discharge,9.0,0.0,1.0,106.0,0.0,116.0
Kent,Less lethal weapons,CED not stated,31.0,3.0,0.0,296.0,0.0,330.0
Kent,Less lethal weapons,"AEP, of which",4.0,0.0,0.0,55.0,0.0,59.0
Kent,Less lethal weapons,AEP drawn,4.0,0.0,0.0,53.0,0.0,57.0
Kent,Less lethal weapons,AEP used,0.0,0.0,0.0,2.0,0.0,2.0
Kent,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0
Kent,Firearms,*Total Firearms,4.0,1.0,0.0,122.0,0.0,127.0
Kent,Other,*Total Other,80.0,7.0,3.0,1029.0,0.0,1119.0
Kent,Other,"Dog use, of which",0.0,0.0,1.0,22.0,0.0,23.0
Kent,Other,Dog deployed,0.0,0.0,0.0,16.0,0.0,16.0
Kent,Other,Dog bite,0.0,0.0,1.0,6.0,0.0,7.0
Kent,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0
Kent,Other,Other / improvised,80.0,7.0,2.0,1007.0,0.0,1096.0
Kent,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0
Kent,Tactical communication,Tactical communication,408.0,28.0,8.0,4560.0,0.0,5004.0
Lancashire,Total (excluding not reported and tactical communication),*Total Tactics,3919.0,93.0,64.0,9005.0,371.0,13452.0
Lancashire,Restraint,*Total Restraint,1914.0,40.0,26.0,4277.0,24.0,6281.0
Lancashire,Restraint,"Handcuffing, of which",1358.0,35.0,19.0,3686.0,21.0,5119.0
Lancashire,Restraint,Compliant handcuffing,:,:,:,:,:,:
Lancashire,Restraint,Non-compliant handcuffing,:,:,:,:,:,:
Lancashire,Restraint,Handcuffing not stated,1358.0,35.0,19.0,3686.0,21.0,5119.0
Lancashire,Restraint,Limb / Body restraints,152.0,1.0,3.0,139.0,1.0,296.0
Lancashire,Restraint,Ground restraint,404.0,4.0,4.0,452.0,2.0,866.0
Lancashire,Unarmed skills,*Total Unarmed skills,1431.0,34.0,26.0,3121.0,237.0,4849.0
Lancashire,Other equipment,*Total Other equipment,282.0,7.0,4.0,865.0,21.0,1179.0
Lancashire,Other equipment,"Baton, of which",20.0,1.0,0.0,76.0,11.0,108.0
Lancashire,Other equipment,Baton drawn,6.0,1.0,0.0,40.0,9.0,56.0
Lancashire,Other equipment,Baton used,14.0,0.0,0.0,36.0,2.0,52.0
Lancashire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0
Lancashire,Other equipment,"Irritant spray, of which",224.0,4.0,4.0,715.0,10.0,957.0
Lancashire,Other equipment,Irritant spray - drawn,63.0,1.0,2.0,201.0,5.0,272.0
Lancashire,Other equipment,Irritant spray - used,161.0,3.0,2.0,514.0,5.0,685.0
Lancashire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0
Lancashire,Other equipment,Spit and bite guard,33.0,2.0,0.0,71.0,0.0,106.0
Lancashire,Other equipment,Shield,5.0,0.0,0.0,3.0,0.0,8.0
Lancashire,Less lethal weapons,*Total Less lethal weapons,134.0,2.0,5.0,308.0,2.0,451.0
Lancashire,Less lethal weapons,CED of which,133.0,2.0,5.0,301.0,2.0,443.0
Lancashire,Less lethal weapons,CED non-discharge,102.0,2.0,4.0,263.0,2.0,373.0
Lancashire,Less lethal weapons,CED discharge,31.0,0.0,1.0,38.0,0.0,70.0
Lancashire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0
Lancashire,Less lethal weapons,"AEP, of which",1.0,0.0,0.0,7.0,0.0,8.0
Lancashire,Less lethal weapons,AEP drawn,1.0,0.0,0.0,5.0,0.0,6.0
Lancashire,Less lethal weapons,AEP used,0.0,0.0,0.0,2.0,0.0,2.0
Lancashire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0
Lancashire,Firearms,*Total Firearms,1.0,0.0,0.0,4.0,1.0,6.0
Lancashire,Other,*Total Other,157.0,10.0,3.0,430.0,86.0,686.0
Lancashire,Other,"Dog use, of which",5.0,0.0,0.0,61.0,0.0,66.0
Lancashire,Other,Dog deployed,5.0,0.0,0.0,34.0,0.0,39.0
Lancashire,Other,Dog bite,0.0,0.0,0.0,27.0,0.0,27.0
Lancashire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0
Lancashire,Other,Other / improvised,152.0,10.0,3.0,369.0,86.0,620.0
Lancashire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0
Lancashire,Tactical communication,Tactical communication,1829.0,47.0,31.0,4103.0,249.0,6259.0
Leicestershire,Total (excluding not reported and tactical communication),*Total Tactics,2795.0,42.0,58.0,9152.0,0.0,12047.0
Leicestershire,Restraint,*Total Restraint,1673.0,33.0,34.0,6217.0,0.0,7957.0
Leicestershire,Restraint,"Handcuffing, of which",1368.0,28.0,28.0,5763.0,0.0,7187.0
Leicestershire,Restraint,Compliant handcuffing,870.0,21.0,22.0,4624.0,0.0,5537.0
Leicestershire,Restraint,Non-compliant handcuffing,498.0,7.0,6.0,1139.0,0.0,1650.0
Leicestershire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0
Leicestershire,Restraint,Limb / Body restraints,154.0,3.0,3.0,205.0,0.0,365.0
Leicestershire,Restraint,Ground restraint,151.0,2.0,3.0,249.0,0.0,405.0
Leicestershire,Unarmed skills,*Total Unarmed skills,717.0,5.0,16.0,1625.0,0.0,2363.0
Leicestershire,Other equipment,*Total Other equipment,88.0,1.0,1.0,280.0,0.0,370.0
Leicestershire,Other equipment,"Baton, of which",18.0,0.0,0.0,81.0,0.0,99.0
Leicestershire,Other equipment,Baton drawn,16.0,0.0,0.0,57.0,0.0,73.0
Leicestershire,Other equipment,Baton used,2.0,0.0,0.0,24.0,0.0,26.0
Leicestershire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0
Leicestershire,Other equipment,"Irritant spray, of which",27.0,0.0,1.0,127.0,0.0,155.0
Leicestershire,Other equipment,Irritant spray - drawn,16.0,0.0,0.0,70.0,0.0,86.0
Leicestershire,Other equipment,Irritant spray - used,11.0,0.0,1.0,57.0,0.0,69.0
Leicestershire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0
Leicestershire,Other equipment,Spit and bite guard,27.0,1.0,0.0,59.0,0.0,87.0
Leicestershire,Other equipment,Shield,16.0,0.0,0.0,13.0,0.0,29.0
Leicestershire,Less lethal weapons,*Total Less lethal weapons,176.0,2.0,4.0,601.0,0.0,783.0
Leicestershire,Less lethal weapons,CED of which,174.0,1.0,4.0,586.0,0.0,765.0
Leicestershire,Less lethal weapons,CED non-discharge,164.0,1.0,4.0,560.0,0.0,729.0
Leicestershire,Less lethal weapons,CED discharge,10.0,0.0,0.0,26.0,0.0,36.0
Leicestershire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0
Leicestershire,Less lethal weapons,"AEP, of which",2.0,1.0,0.0,15.0,0.0,18.0
Leicestershire,Less lethal weapons,AEP drawn,2.0,1.0,0.0,15.0,0.0,18.0
Leicestershire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0
Leicestershire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0
Leicestershire,Firearms,*Total Firearms,7.0,0.0,0.0,48.0,0.0,55.0
Leicestershire,Other,*Total Other,134.0,1.0,3.0,381.0,0.0,519.0
Leicestershire,Other,"Dog use, of which",4.0,0.0,0.0,30.0,0.0,34.0
Leicestershire,Other,Dog deployed,3.0,0.0,0.0,23.0,0.0,26.0
Leicestershire,Other,Dog bite,1.0,0.0,0.0,7.0,0.0,8.0
Leicestershire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0
Leicestershire,Other,Other / improvised,130.0,1.0,3.0,351.0,0.0,485.0
Leicestershire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0
Leicestershire,Tactical communication,Tactical communication,1232.0,15.0,23.0,3474.0,0.0,4744.0
Lincolnshire,Total (excluding not reported and tactical communication),*Total Tactics,1639.0,34.0,44.0,4169.0,0.0,5886.0
Lincolnshire,Restraint,*Total Restraint,812.0,16.0,17.0,2165.0,0.0,3010.0
Lincolnshire,Restraint,"Handcuffing, of which",655.0,16.0,15.0,1900.0,0.0,2586.0
Lincolnshire,Restraint,Compliant handcuffing,234.0,9.0,4.0,1117.0,0.0,1364.0
Lincolnshire,Restraint,Non-compliant handcuffing,421.0,7.0,11.0,783.0,0.0,1222.0
Lincolnshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0
Lincolnshire,Restraint,Limb / Body restraints,67.0,0.0,0.0,73.0,0.0,140.0
Lincolnshire,Restraint,Ground restraint,90.0,0.0,2.0,192.0,0.0,284.0
Lincolnshire,Unarmed skills,*Total Unarmed skills,573.0,14.0,14.0,1301.0,0.0,1902.0
Lincolnshire,Other equipment,*Total Other equipment,88.0,2.0,2.0,293.0,0.0,385.0
Lincolnshire,Other equipment,"Baton, of which",6.0,1.0,1.0,36.0,0.0,44.0
Lincolnshire,Other equipment,Baton drawn,2.0,1.0,1.0,29.0,0.0,33.0
Lincolnshire,Other equipment,Baton used,4.0,0.0,0.0,7.0,0.0,11.0
Lincolnshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0
Lincolnshire,Other equipment,"Irritant spray, of which",65.0,1.0,1.0,214.0,0.0,281.0
Lincolnshire,Other equipment,Irritant spray - drawn,18.0,0.0,0.0,80.0,0.0,98.0
Lincolnshire,Other equipment,Irritant spray - used,47.0,1.0,1.0,134.0,0.0,183.0
Lincolnshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0
Lincolnshire,Other equipment,Spit and bite guard,13.0,0.0,0.0,36.0,0.0,49.0
Lincolnshire,Other equipment,Shield,4.0,0.0,0.0,7.0,0.0,11.0
Lincolnshire,Less lethal weapons,*Total Less lethal weapons,112.0,1.0,7.0,295.0,0.0,415.0
Lincolnshire,Less lethal weapons,CED of which,101.0,1.0,7.0,286.0,0.0,395.0
Lincolnshire,Less lethal weapons,CED non-discharge,83.0,1.0,6.0,261.0,0.0,351.0
Lincolnshire,Less lethal weapons,CED discharge,18.0,0.0,1.0,23.0,0.0,42.0
Lincolnshire,Less lethal weapons,CED not stated,0.0,0.0,0.0,2.0,0.0,2.0
Lincolnshire,Less lethal weapons,"AEP, of which",11.0,0.0,0.0,9.0,0.0,20.0
Lincolnshire,Less lethal weapons,AEP drawn,9.0,0.0,0.0,9.0,0.0,18.0
Lincolnshire,Less lethal weapons,AEP used,2.0,0.0,0.0,0.0,0.0,2.0
Lincolnshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0
Lincolnshire,Firearms,*Total Firearms,4.0,1.0,1.0,28.0,0.0,34.0
Lincolnshire,Other,*Total Other,50.0,0.0,3.0,87.0,0.0,140.0
Lincolnshire,Other,"Dog use, of which",7.0,0.0,1.0,22.0,0.0,30.0
Lincolnshire,Other,Dog deployed,4.0,0.0,1.0,16.0,0.0,21.0
Lincolnshire,Other,Dog bite,3.0,0.0,0.0,6.0,0.0,9.0
Lincolnshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0
Lincolnshire,Other,Other / improvised,43.0,0.0,2.0,65.0,0.0,110.0
Lincolnshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0
Lincolnshire,Tactical communication,Tactical communication,725.0,15.0,22.0,1692.0,0.0,2454.0
Merseyside,Total (excluding not reported and tactical communication),*Total Tactics,4021.0,40.0,66.0,7511.0,0.0,11638.0
Merseyside,Restraint,*Total Restraint,1718.0,16.0,28.0,3140.0,0.0,4902.0
Merseyside,Restraint,"Handcuffing, of which",1202.0,11.0,21.0,2378.0,0.0,3612.0
Merseyside,Restraint,Compliant handcuffing,305.0,2.0,6.0,705.0,0.0,1018.0
Merseyside,Restraint,Non-compliant handcuffing,897.0,9.0,15.0,1673.0,0.0,2594.0
