Police Force,Type of force,Tactic,Under 11 years,11 - 17 years,18 - 34 years,35 - 49 years,50 - 64 years,65 and over,Not reported,Number of times tactic reported,Force type - Output,Tactic - Output
Dyfed-Powys,Less lethal weapons,"AEP, of which",0.0,1.0,16.0,5.0,2.0,0.0,2.0,26.0,Less lethal weapons,Total: AEP
Dyfed-Powys,Less lethal weapons,AEP aimed,0.0,1.0,16.0,5.0,2.0,0.0,2.0,26.0,Less lethal weapons,AEP: Aimed
Dyfed-Powys,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Fired
Dyfed-Powys,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Not stated
Dyfed-Powys,Firearms,*Total Firearms,0.0,1.0,34.0,15.0,7.0,1.0,14.0,72.0,Firearms,Total: Firearms
Dyfed-Powys,Other,*Total Other,5.0,15.0,88.0,20.0,15.0,5.0,12.0,160.0,Other,Total: Other
Dyfed-Powys,Other,"Dog use, of which",0.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,Other,Total: Dog
Dyfed-Powys,Other,Dog deployed,0.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,Other,Dog: deployed
Dyfed-Powys,Other,Dog bite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: bite
Dyfed-Powys,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: not stated
Dyfed-Powys,Other,Other / improvised,5.0,15.0,86.0,19.0,14.0,5.0,12.0,156.0,Other,Other / improvised
Dyfed-Powys,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Dyfed-Powys,Tactical communication,Tactical communication,8.0,213.0,1105.0,413.0,141.0,30.0,166.0,2076.0,Excluded: Tactical Communication,Tactical Communication
Essex,Total (excluding not reported and tactical communication),*Total Tactics,42.0,1828.0,10463.0,4557.0,1063.0,107.0,239.0,18299.0,Total,Total: all
Essex,Restraint,*Total Restraint,18.0,1151.0,6908.0,3026.0,664.0,55.0,143.0,11965.0,Restraint,Total: Restraint
Essex,Restraint,"Handcuffing, of which",12.0,854.0,4471.0,2015.0,493.0,46.0,89.0,7980.0,Restraint,Total: Handcuffing
Essex,Restraint,Compliant handcuffing,9.0,509.0,2664.0,1256.0,272.0,22.0,46.0,4778.0,Restraint,Handcuffing: compliant
Essex,Restraint,Non-compliant handcuffing,3.0,345.0,1807.0,759.0,221.0,24.0,43.0,3202.0,Restraint,Handcuffing: non-compliant
Essex,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: not stated
Essex,Restraint,Limb / Body restraints,2.0,75.0,633.0,248.0,53.0,4.0,18.0,1033.0,Restraint,Limb / body restraints
Essex,Restraint,Ground restraint,4.0,222.0,1804.0,763.0,118.0,5.0,36.0,2952.0,Restraint,Ground restraint
Essex,Unarmed skills,*Total Unarmed skills,12.0,413.0,2204.0,974.0,229.0,32.0,56.0,3920.0,Unarmed skills,Total: unarmed skills
Essex,Other equipment,*Total Other equipment,0.0,46.0,309.0,133.0,31.0,7.0,14.0,540.0,Other equipment,Total: Other equipment
Essex,Other equipment,"Baton, of which",0.0,17.0,88.0,31.0,11.0,2.0,2.0,151.0,Other equipment,Total: Baton
Essex,Other equipment,Baton drawn,0.0,14.0,62.0,20.0,10.0,1.0,1.0,108.0,Other equipment,Baton: drawn
Essex,Other equipment,Baton used,0.0,3.0,26.0,11.0,1.0,1.0,1.0,43.0,Other equipment,Baton: used
Essex,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Baton: not stated
Essex,Other equipment,"Irritant spray, of which",0.0,19.0,110.0,49.0,10.0,3.0,2.0,193.0,Other equipment,Total: Irritant spray
Essex,Other equipment,Irritant spray - drawn,0.0,12.0,65.0,29.0,7.0,2.0,1.0,116.0,Other equipment,Irritant spray: drawn
Essex,Other equipment,Irritant spray - used,0.0,7.0,45.0,20.0,3.0,1.0,1.0,77.0,Other equipment,Irritant spray: used
Essex,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Irritant spray: not stated
Essex,Other equipment,Spit and bite guard,0.0,9.0,86.0,36.0,9.0,2.0,9.0,151.0,Other equipment,Spit and bite guard
Essex,Other equipment,Shield,0.0,1.0,25.0,17.0,1.0,0.0,1.0,45.0,Other equipment,Shield
Essex,Less lethal weapons,*Total Less lethal weapons,1.0,24.0,159.0,65.0,28.0,2.0,3.0,282.0,Less lethal weapons,Total: Less lethal weapons
Essex,Less lethal weapons,CED,1.0,20.0,144.0,54.0,24.0,2.0,2.0,247.0,Less lethal weapons,CED
Essex,Less lethal weapons,"AEP, of which",0.0,4.0,15.0,11.0,4.0,0.0,1.0,35.0,Less lethal weapons,Total: AEP
Essex,Less lethal weapons,AEP aimed,0.0,4.0,14.0,11.0,3.0,0.0,1.0,33.0,Less lethal weapons,AEP: Aimed
Essex,Less lethal weapons,AEP fired,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,Less lethal weapons,AEP: Fired
Essex,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Not stated
Essex,Firearms,*Total Firearms,0.0,30.0,123.0,49.0,28.0,1.0,2.0,233.0,Firearms,Total: Firearms
Essex,Other,*Total Other,11.0,164.0,760.0,310.0,83.0,10.0,21.0,1359.0,Other,Total: Other
Essex,Other,"Dog use, of which",0.0,11.0,62.0,12.0,1.0,0.0,3.0,89.0,Other,Total: Dog
Essex,Other,Dog deployed,0.0,7.0,39.0,8.0,1.0,0.0,2.0,57.0,Other,Dog: deployed
Essex,Other,Dog bite,0.0,4.0,23.0,4.0,0.0,0.0,1.0,32.0,Other,Dog: bite
Essex,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: not stated
Essex,Other,Other / improvised,11.0,153.0,698.0,298.0,82.0,10.0,18.0,1270.0,Other,Other / improvised
Essex,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Essex,Tactical communication,Tactical communication,16.0,487.0,2462.0,1156.0,282.0,30.0,66.0,4499.0,Excluded: Tactical Communication,Tactical Communication
Gloucestershire,Total (excluding not reported and tactical communication),*Total Tactics,37.0,180.0,890.0,424.0,102.0,15.0,11.0,1659.0,Total,Total: all
Gloucestershire,Restraint,*Total Restraint,23.0,121.0,592.0,265.0,58.0,8.0,9.0,1076.0,Restraint,Total: Restraint
Gloucestershire,Restraint,"Handcuffing, of which",12.0,74.0,410.0,198.0,46.0,6.0,8.0,754.0,Restraint,Total: Handcuffing
Gloucestershire,Restraint,Compliant handcuffing,7.0,38.0,249.0,121.0,26.0,4.0,5.0,450.0,Restraint,Handcuffing: compliant
Gloucestershire,Restraint,Non-compliant handcuffing,5.0,36.0,161.0,77.0,20.0,2.0,3.0,304.0,Restraint,Handcuffing: non-compliant
Gloucestershire,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: not stated
Gloucestershire,Restraint,Limb / Body restraints,5.0,13.0,37.0,10.0,1.0,2.0,0.0,68.0,Restraint,Limb / body restraints
Gloucestershire,Restraint,Ground restraint,6.0,34.0,145.0,57.0,11.0,0.0,1.0,254.0,Restraint,Ground restraint
Gloucestershire,Unarmed skills,*Total Unarmed skills,6.0,35.0,140.0,60.0,18.0,4.0,1.0,264.0,Unarmed skills,Total: unarmed skills
Gloucestershire,Other equipment,*Total Other equipment,4.0,9.0,59.0,36.0,13.0,0.0,0.0,121.0,Other equipment,Total: Other equipment
Gloucestershire,Other equipment,"Baton, of which",0.0,0.0,13.0,8.0,5.0,0.0,0.0,26.0,Other equipment,Total: Baton
Gloucestershire,Other equipment,Baton drawn,0.0,0.0,7.0,5.0,3.0,0.0,0.0,15.0,Other equipment,Baton: drawn
Gloucestershire,Other equipment,Baton used,0.0,0.0,6.0,3.0,2.0,0.0,0.0,11.0,Other equipment,Baton: used
Gloucestershire,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Baton: not stated
Gloucestershire,Other equipment,"Irritant spray, of which",3.0,4.0,28.0,21.0,6.0,0.0,0.0,62.0,Other equipment,Total: Irritant spray
Gloucestershire,Other equipment,Irritant spray - drawn,1.0,2.0,11.0,10.0,2.0,0.0,0.0,26.0,Other equipment,Irritant spray: drawn
Gloucestershire,Other equipment,Irritant spray - used,2.0,2.0,17.0,11.0,4.0,0.0,0.0,36.0,Other equipment,Irritant spray: used
Gloucestershire,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Irritant spray: not stated
Gloucestershire,Other equipment,Spit and bite guard,1.0,5.0,12.0,6.0,1.0,0.0,0.0,25.0,Other equipment,Spit and bite guard
Gloucestershire,Other equipment,Shield,0.0,0.0,6.0,1.0,1.0,0.0,0.0,8.0,Other equipment,Shield
Gloucestershire,Less lethal weapons,*Total Less lethal weapons,2.0,9.0,80.0,50.0,11.0,1.0,1.0,154.0,Less lethal weapons,Total: Less lethal weapons
Gloucestershire,Less lethal weapons,CED,2.0,8.0,68.0,46.0,11.0,1.0,1.0,137.0,Less lethal weapons,CED
Gloucestershire,Less lethal weapons,"AEP, of which",0.0,1.0,12.0,4.0,0.0,0.0,0.0,17.0,Less lethal weapons,Total: AEP
Gloucestershire,Less lethal weapons,AEP aimed,0.0,1.0,9.0,3.0,0.0,0.0,0.0,13.0,Less lethal weapons,AEP: Aimed
Gloucestershire,Less lethal weapons,AEP fired,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,Less lethal weapons,AEP: Fired
Gloucestershire,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Not stated
Gloucestershire,Firearms,*Total Firearms,0.0,0.0,2.0,2.0,1.0,0.0,0.0,5.0,Firearms,Total: Firearms
Gloucestershire,Other,*Total Other,2.0,6.0,17.0,11.0,1.0,2.0,0.0,39.0,Other,Total: Other
Gloucestershire,Other,"Dog use, of which",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Other,Total: Dog
Gloucestershire,Other,Dog deployed,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Other,Dog: deployed
Gloucestershire,Other,Dog bite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: bite
Gloucestershire,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: not stated
Gloucestershire,Other,Other / improvised,2.0,6.0,16.0,11.0,1.0,2.0,0.0,38.0,Other,Other / improvised
Gloucestershire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Gloucestershire,Tactical communication,Tactical communication,17.0,89.0,447.0,217.0,55.0,9.0,8.0,842.0,Excluded: Tactical Communication,Tactical Communication
Greater Manchester,Total (excluding not reported and tactical communication),*Total Tactics,14.0,1331.0,7759.0,3270.0,563.0,34.0,0.0,12971.0,Total,Total: all
Greater Manchester,Restraint,*Total Restraint,5.0,845.0,4723.0,2021.0,348.0,13.0,0.0,7955.0,Restraint,Total: Restraint
Greater Manchester,Restraint,"Handcuffing, of which",1.0,427.0,2388.0,1038.0,191.0,7.0,0.0,4052.0,Restraint,Total: Handcuffing
Greater Manchester,Restraint,Compliant handcuffing,0.0,166.0,1041.0,465.0,82.0,1.0,0.0,1755.0,Restraint,Handcuffing: compliant
Greater Manchester,Restraint,Non-compliant handcuffing,1.0,261.0,1347.0,573.0,109.0,6.0,0.0,2297.0,Restraint,Handcuffing: non-compliant
Greater Manchester,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: not stated
Greater Manchester,Restraint,Limb / Body restraints,3.0,234.0,1188.0,539.0,97.0,5.0,0.0,2066.0,Restraint,Limb / body restraints
Greater Manchester,Restraint,Ground restraint,1.0,184.0,1147.0,444.0,60.0,1.0,0.0,1837.0,Restraint,Ground restraint
Greater Manchester,Unarmed skills,*Total Unarmed skills,1.0,294.0,1515.0,639.0,122.0,11.0,0.0,2582.0,Unarmed skills,Total: unarmed skills
Greater Manchester,Other equipment,*Total Other equipment,0.0,49.0,409.0,177.0,15.0,5.0,0.0,655.0,Other equipment,Total: Other equipment
Greater Manchester,Other equipment,"Baton, of which",0.0,25.0,203.0,77.0,5.0,1.0,0.0,311.0,Other equipment,Total: Baton
Greater Manchester,Other equipment,Baton drawn,0.0,22.0,144.0,53.0,4.0,1.0,0.0,224.0,Other equipment,Baton: drawn
Greater Manchester,Other equipment,Baton used,0.0,3.0,59.0,24.0,1.0,0.0,0.0,87.0,Other equipment,Baton: used
Greater Manchester,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Baton: not stated
Greater Manchester,Other equipment,"Irritant spray, of which",0.0,21.0,140.0,64.0,4.0,2.0,0.0,231.0,Other equipment,Total: Irritant spray
Greater Manchester,Other equipment,Irritant spray - drawn,0.0,17.0,82.0,34.0,2.0,1.0,0.0,136.0,Other equipment,Irritant spray: drawn
Greater Manchester,Other equipment,Irritant spray - used,0.0,4.0,58.0,30.0,2.0,1.0,0.0,95.0,Other equipment,Irritant spray: used
Greater Manchester,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Irritant spray: not stated
Greater Manchester,Other equipment,Spit and bite guard,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,Other equipment,Spit and bite guard
Greater Manchester,Other equipment,Shield,0.0,3.0,63.0,36.0,6.0,2.0,0.0,110.0,Other equipment,Shield
Greater Manchester,Less lethal weapons,*Total Less lethal weapons,8.0,111.0,903.0,356.0,64.0,5.0,0.0,1447.0,Less lethal weapons,Total: Less lethal weapons
Greater Manchester,Less lethal weapons,CED,8.0,110.0,899.0,356.0,64.0,5.0,0.0,1442.0,Less lethal weapons,CED
Greater Manchester,Less lethal weapons,"AEP, of which",0.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,Less lethal weapons,Total: AEP
Greater Manchester,Less lethal weapons,AEP aimed,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,Less lethal weapons,AEP: Aimed
Greater Manchester,Less lethal weapons,AEP fired,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,Less lethal weapons,AEP: Fired
Greater Manchester,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Not stated
Greater Manchester,Firearms,*Total Firearms,0.0,4.0,70.0,20.0,7.0,0.0,0.0,101.0,Firearms,Total: Firearms
Greater Manchester,Other,*Total Other,0.0,28.0,139.0,57.0,7.0,0.0,0.0,231.0,Other,Total: Other
Greater Manchester,Other,"Dog use, of which",0.0,4.0,24.0,11.0,0.0,0.0,0.0,39.0,Other,Total: Dog
Greater Manchester,Other,Dog deployed,0.0,2.0,16.0,6.0,0.0,0.0,0.0,24.0,Other,Dog: deployed
Greater Manchester,Other,Dog bite,0.0,2.0,8.0,5.0,0.0,0.0,0.0,15.0,Other,Dog: bite
Greater Manchester,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: not stated
Greater Manchester,Other,Other / improvised,0.0,24.0,115.0,46.0,7.0,0.0,0.0,192.0,Other,Other / improvised
Greater Manchester,Not reported,*Total Not reported,0.0,2.0,20.0,7.0,1.0,0.0,0.0,30.0,Not reported,Total: Not reported
Greater Manchester,Tactical communication,Tactical communication,5.0,565.0,3215.0,1405.0,268.0,19.0,0.0,5477.0,Excluded: Tactical Communication,Tactical Communication
Gwent,Total (excluding not reported and tactical communication),*Total Tactics,6.0,697.0,4443.0,1475.0,294.0,24.0,744.0,7683.0,Total,Total: all
Gwent,Restraint,*Total Restraint,0.0,452.0,2982.0,1056.0,200.0,10.0,479.0,5179.0,Restraint,Total: Restraint
Gwent,Restraint,"Handcuffing, of which",0.0,384.0,2644.0,983.0,189.0,10.0,429.0,4639.0,Restraint,Total: Handcuffing
Gwent,Restraint,Compliant handcuffing,0.0,219.0,1846.0,723.0,125.0,5.0,305.0,3223.0,Restraint,Handcuffing: compliant
Gwent,Restraint,Non-compliant handcuffing,0.0,164.0,794.0,259.0,64.0,5.0,124.0,1410.0,Restraint,Handcuffing: non-compliant
Gwent,Restraint,Not stated handcuffing,0.0,1.0,4.0,1.0,0.0,0.0,0.0,6.0,Restraint,Handcuffing: not stated
Gwent,Restraint,Limb / Body restraints,0.0,0.0,6.0,6.0,0.0,0.0,1.0,13.0,Restraint,Limb / body restraints
Gwent,Restraint,Ground restraint,0.0,68.0,332.0,67.0,11.0,0.0,49.0,527.0,Restraint,Ground restraint
Gwent,Unarmed skills,*Total Unarmed skills,5.0,190.0,967.0,280.0,53.0,7.0,161.0,1663.0,Unarmed skills,Total: unarmed skills
Gwent,Other equipment,*Total Other equipment,0.0,31.0,265.0,81.0,15.0,2.0,61.0,455.0,Other equipment,Total: Other equipment
Gwent,Other equipment,"Baton, of which",0.0,0.0,24.0,7.0,0.0,0.0,21.0,52.0,Other equipment,Total: Baton
Gwent,Other equipment,Baton drawn,0.0,0.0,15.0,4.0,0.0,0.0,18.0,37.0,Other equipment,Baton: drawn
Gwent,Other equipment,Baton used,0.0,0.0,9.0,3.0,0.0,0.0,3.0,15.0,Other equipment,Baton: used
Gwent,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Baton: not stated
Gwent,Other equipment,"Irritant spray, of which",0.0,16.0,169.0,47.0,10.0,2.0,23.0,267.0,Other equipment,Total: Irritant spray
Gwent,Other equipment,Irritant spray - drawn,0.0,5.0,80.0,19.0,7.0,2.0,8.0,121.0,Other equipment,Irritant spray: drawn
Gwent,Other equipment,Irritant spray - used,0.0,11.0,89.0,28.0,3.0,0.0,15.0,146.0,Other equipment,Irritant spray: used
Gwent,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Irritant spray: not stated
Gwent,Other equipment,Spit and bite guard,0.0,15.0,66.0,25.0,1.0,0.0,14.0,121.0,Other equipment,Spit and bite guard
Gwent,Other equipment,Shield,0.0,0.0,6.0,2.0,4.0,0.0,3.0,15.0,Other equipment,Shield
Gwent,Less lethal weapons,*Total Less lethal weapons,0.0,5.0,105.0,33.0,14.0,1.0,20.0,178.0,Less lethal weapons,Total: Less lethal weapons
Gwent,Less lethal weapons,CED,0.0,5.0,101.0,32.0,13.0,1.0,19.0,171.0,Less lethal weapons,CED
Gwent,Less lethal weapons,"AEP, of which",0.0,0.0,4.0,1.0,1.0,0.0,1.0,7.0,Less lethal weapons,Total: AEP
Gwent,Less lethal weapons,AEP aimed,0.0,0.0,4.0,1.0,1.0,0.0,0.0,6.0,Less lethal weapons,AEP: Aimed
Gwent,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Fired
Gwent,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Less lethal weapons,AEP: Not stated
Gwent,Firearms,*Total Firearms,0.0,0.0,13.0,0.0,3.0,1.0,14.0,31.0,Firearms,Total: Firearms
Gwent,Other,*Total Other,1.0,19.0,111.0,25.0,9.0,3.0,9.0,177.0,Other,Total: Other
Gwent,Other,"Dog use, of which",0.0,4.0,20.0,4.0,0.0,0.0,1.0,29.0,Other,Total: Dog
Gwent,Other,Dog deployed,0.0,4.0,18.0,4.0,0.0,0.0,1.0,27.0,Other,Dog: deployed
Gwent,Other,Dog bite,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,Other,Dog: bite
Gwent,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: not stated
Gwent,Other,Other / improvised,1.0,15.0,91.0,21.0,9.0,3.0,8.0,148.0,Other,Other / improvised
Gwent,Not reported,*Total Not reported,0.0,42.0,235.0,80.0,13.0,0.0,25.0,395.0,Not reported,Total: Not reported
Gwent,Tactical communication,Tactical communication,4.0,170.0,978.0,332.0,72.0,9.0,198.0,1763.0,Excluded: Tactical Communication,Tactical Communication
Hampshire,Total (excluding not reported and tactical communication),*Total Tactics,8.0,613.0,3573.0,1215.0,328.0,25.0,2766.0,8528.0,Total,Total: all
Hampshire,Restraint,*Total Restraint,3.0,386.0,2218.0,745.0,202.0,14.0,1670.0,5238.0,Restraint,Total: Restraint
Hampshire,Restraint,"Handcuffing, of which",1.0,203.0,1147.0,411.0,129.0,9.0,931.0,2831.0,Restraint,Total: Handcuffing
Hampshire,Restraint,Compliant handcuffing,0.0,51.0,300.0,128.0,48.0,1.0,229.0,757.0,Restraint,Handcuffing: compliant
Hampshire,Restraint,Non-compliant handcuffing,1.0,152.0,847.0,283.0,81.0,8.0,702.0,2074.0,Restraint,Handcuffing: non-compliant
Hampshire,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: not stated
Hampshire,Restraint,Limb / Body restraints,1.0,66.0,309.0,104.0,23.0,2.0,216.0,721.0,Restraint,Limb / body restraints
Hampshire,Restraint,Ground restraint,1.0,117.0,762.0,230.0,50.0,3.0,523.0,1686.0,Restraint,Ground restraint
Hampshire,Unarmed skills,*Total Unarmed skills,2.0,187.0,982.0,318.0,88.0,11.0,799.0,2387.0,Unarmed skills,Total: unarmed skills
Hampshire,Other equipment,*Total Other equipment,0.0,15.0,175.0,71.0,15.0,0.0,129.0,405.0,Other equipment,Total: Other equipment
Hampshire,Other equipment,"Baton, of which",0.0,4.0,33.0,11.0,2.0,0.0,23.0,73.0,Other equipment,Total: Baton
Hampshire,Other equipment,Baton drawn,0.0,4.0,27.0,7.0,2.0,0.0,22.0,62.0,Other equipment,Baton: drawn
Hampshire,Other equipment,Baton used,0.0,0.0,6.0,4.0,0.0,0.0,1.0,11.0,Other equipment,Baton: used
Hampshire,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Baton: not stated
Hampshire,Other equipment,"Irritant spray, of which",0.0,6.0,85.0,32.0,7.0,0.0,65.0,195.0,Other equipment,Total: Irritant spray
Hampshire,Other equipment,Irritant spray - drawn,0.0,5.0,56.0,26.0,5.0,0.0,55.0,147.0,Other equipment,Irritant spray: drawn
Hampshire,Other equipment,Irritant spray - used,0.0,1.0,29.0,6.0,2.0,0.0,10.0,48.0,Other equipment,Irritant spray: used
Hampshire,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Irritant spray: not stated
Hampshire,Other equipment,Spit and bite guard,0.0,5.0,51.0,22.0,4.0,0.0,24.0,106.0,Other equipment,Spit and bite guard
Hampshire,Other equipment,Shield,0.0,0.0,6.0,6.0,2.0,0.0,17.0,31.0,Other equipment,Shield
Hampshire,Less lethal weapons,*Total Less lethal weapons,1.0,6.0,92.0,33.0,11.0,0.0,67.0,210.0,Less lethal weapons,Total: Less lethal weapons
Hampshire,Less lethal weapons,CED,1.0,6.0,92.0,33.0,11.0,0.0,66.0,209.0,Less lethal weapons,CED
Hampshire,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Less lethal weapons,Total: AEP
Hampshire,Less lethal weapons,AEP aimed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Less lethal weapons,AEP: Aimed
Hampshire,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Fired
Hampshire,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Not stated
Hampshire,Firearms,*Total Firearms,0.0,0.0,2.0,0.0,1.0,0.0,2.0,5.0,Firearms,Total: Firearms
Hampshire,Other,*Total Other,2.0,19.0,104.0,48.0,11.0,0.0,99.0,283.0,Other,Total: Other
Hampshire,Other,"Dog use, of which",0.0,1.0,9.0,2.0,1.0,0.0,11.0,24.0,Other,Total: Dog
Hampshire,Other,Dog deployed,0.0,1.0,8.0,1.0,1.0,0.0,10.0,21.0,Other,Dog: deployed
Hampshire,Other,Dog bite,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,Other,Dog: bite
Hampshire,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: not stated
Hampshire,Other,Other / improvised,2.0,18.0,95.0,46.0,10.0,0.0,88.0,259.0,Other,Other / improvised
Hampshire,Not reported,*Total Not reported,0.0,1.0,0.0,1.0,0.0,0.0,68.0,70.0,Not reported,Total: Not reported
Hampshire,Tactical communication,Tactical communication,5.0,261.0,1430.0,520.0,159.0,13.0,1153.0,3541.0,Excluded: Tactical Communication,Tactical Communication
Hertfordshire,Total (excluding not reported and tactical communication),*Total Tactics,28.0,1798.0,9197.0,3474.0,810.0,82.0,121.0,15510.0,Total,Total: all
Hertfordshire,Restraint,*Total Restraint,6.0,1086.0,5409.0,2090.0,455.0,40.0,60.0,9146.0,Restraint,Total: Restraint
Hertfordshire,Restraint,"Handcuffing, of which",1.0,847.0,4048.0,1671.0,364.0,34.0,50.0,7015.0,Restraint,Total: Handcuffing
Hertfordshire,Restraint,Compliant handcuffing,1.0,535.0,2507.0,1089.0,226.0,24.0,35.0,4417.0,Restraint,Handcuffing: compliant
Hertfordshire,Restraint,Non-compliant handcuffing,0.0,312.0,1541.0,582.0,138.0,10.0,15.0,2598.0,Restraint,Handcuffing: non-compliant
Hertfordshire,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: not stated
Hertfordshire,Restraint,Limb / Body restraints,0.0,73.0,493.0,151.0,33.0,1.0,3.0,754.0,Restraint,Limb / body restraints
Hertfordshire,Restraint,Ground restraint,5.0,166.0,868.0,268.0,58.0,5.0,7.0,1377.0,Restraint,Ground restraint
Hertfordshire,Unarmed skills,*Total Unarmed skills,19.0,559.0,2588.0,974.0,260.0,37.0,38.0,4475.0,Unarmed skills,Total: unarmed skills
Hertfordshire,Other equipment,*Total Other equipment,0.0,74.0,760.0,272.0,50.0,0.0,13.0,1169.0,Other equipment,Total: Other equipment
Hertfordshire,Other equipment,"Baton, of which",0.0,12.0,109.0,39.0,6.0,0.0,6.0,172.0,Other equipment,Total: Baton
Hertfordshire,Other equipment,Baton drawn,0.0,10.0,72.0,24.0,4.0,0.0,4.0,114.0,Other equipment,Baton: drawn
Hertfordshire,Other equipment,Baton used,0.0,2.0,36.0,15.0,2.0,0.0,2.0,57.0,Other equipment,Baton: used
Hertfordshire,Other equipment,Not stated baton,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Other equipment,Baton: not stated
Hertfordshire,Other equipment,"Irritant spray, of which",0.0,47.0,524.0,195.0,39.0,0.0,7.0,812.0,Other equipment,Total: Irritant spray
Hertfordshire,Other equipment,Irritant spray - drawn,0.0,28.0,293.0,104.0,22.0,0.0,6.0,453.0,Other equipment,Irritant spray: drawn
Hertfordshire,Other equipment,Irritant spray - used,0.0,18.0,221.0,91.0,17.0,0.0,1.0,348.0,Other equipment,Irritant spray: used
